Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
India,IND,5639,3,3,8,9,115,0,22,434,0,24,40170,2815,0,130,15286,779720,419,0,1598,113,52,55,16699,6,23,116,1014,1341,113,3,114,6,267,84397,8,5,15,1155,176,127,59,23,42758,543,3,12,268,2,439,46,7,1940,125,1,291,9,689,17,84,473,0,1228,6,0,4802,181,15718,0,9,128,431,0,29642,628,41,364,7,0,79,12,9,129,4,366,13,36,1304,463,36,0,24793,826,587,2885,1370,746,1698,194,0,11500,9,34,2,59060,0,34,0,1127,36,1360,145,0,0,192,342,39,4059,129,98724,212,54,4,6,21,2,1200,15,101,8,0,267,23,0,3,691,67188,228,72,229585,2783,125,85,6279,9,675,6258,0,0,2,1874,73080,3899706,2,896,458,18,54,2096,101,4070,86,16667,0,0,769,4,0,4,0,4,357516,136,0,217,638,391,42266,3,0,0,808,16833,0,644956,2261,145,37,4438,396,5612,0,0,3942,2557,64,791,0,61,954,15,691,0,0,0,10918,0,235611,401255,227684,11,0,38,376,602,16,5,0,7664,6845,2940
Indonesia,IDN,14,0,5,3,4,4,0,0,38,0,4,15589,405,0,2,3041,8,0,0,755,0,0,4,0,0,7,0,4,224,3,0,5,6,3,2784,0,0,0,7,1,787,21,0,14,0,0,6,14,0,16,5,0,421,2,0,17,1,749,0,0,0,0,0,0,0,48,54,1493,0,6,0,0,0,10080,15,2,95,0,0,5,5,2,7,0,0,0,0,14070,25,11,2359,0,165,1,175,687,1,5673,39,0,431,0,209,6,125,0,55,0,23,0,1,211,0,0,57,123,12,0,4,125723,0,0,0,9,3,0,39,0,15,3,0,79,10,0,4,1,5256,1,28,1,99421,17,981,1064,4,12,107,0,0,1,250,61,123,0,0,539,2,5,5529,14,108,3,339,0,0,0,0,0,2,0,0,101686,2,0,64,0,9,27026,0,0,50,0,1112,0,2,46,2618,1,2414,203,1120,0,0,50,1628,6925,14,0,14,5,23,2,0,0,0,10,0,1883,7580,33144,1,0,15,33,774,0,0,0,18,210,114
Iran,IRN,37,2,1,1,16,0,0,0,125,0,0,3538,7955,0,5,1775,22,0,0,1167,0,0,18,0,2,4,0,13,6,104,0,2,0,2,19618,0,0,0,6,88,8,35,0,24,0,0,39,4,2,3,43,7,448,0,0,39,3,465,7,0,0,0,0,6,0,15,32,12867,0,0,0,0,0,35952,0,1,997,2,0,0,2,4,2,0,0,0,3,19,353,6,6202,30,0,15104,106,21054,0,186,22,0,132,0,2,6,75133,0,0,0,448,0,0,56,2,0,34,19,7,0,0,107,1,0,3,0,0,0,0,0,35,0,0,48,0,0,1,0,16,0,9,4,2180,3,2,119,19,11,94,0,0,0,193,36,355,0,53,4,5,16,86,48,81,0,6628,0,0,0,0,0,0,482,0,995,0,0,39,0,0,52,3,0,0,0,24,0,12,10,0,0,3337,3202,663,0,0,24,173,0,12,0,4,0,6,6315,4827,0,0,25,0,24124,28735,134447,4,20026,5,136,1,0,0,0,26492,27,14
Iraq,IRQ,5,2,94,1,7,0,0,0,19,0,0,3144,853,0,0,5473,4,0,0,247,0,1,5,0,0,2,0,2,3,154,0,6,0,5,6960,0,0,0,21,0,1,5,0,496,6,0,4,7,2,0,44,7,170,2,0,4,0,27702,0,0,7,0,14,0,0,16,16,2945,0,0,1,5,0,1137,0,0,1680,0,0,0,2,3,3,0,0,0,0,10,295,3,851,2,31630,0,53,873,0,7,8491,0,462,0,0,3,82910,0,0,0,632,0,0,2585,0,0,17,10,4,10,0,59,0,0,3,0,0,0,0,0,10,1,0,24,0,0,82,0,0,0,9,0,517,0,2,235,4,19,168,0,0,0,39,621,63,0,0,4,0,2,4,129,33,0,9353,0,0,10,0,0,0,0,0,14430,0,0,20,0,0,28,3,0,0,12,5,0,0,338,0,0,738,335,2778,0,0,75,9,0,22,0,5,0,453,13777,0,0,0,18,0,13749,12011,33152,0,0,5,16,0,0,0,0,37087,6,3
Ireland,IRL,9,0,4,3,3,40,0,1,206,0,0,1217,264,0,58,0,217,0,0,1078,0,10,29,0,2,79,4,294,0,4,6,0,0,0,16697,6,27,0,0,0,2,21,0,30,0,0,11,99,4,5,0,15,777,0,0,33,3,82,8,0,0,0,0,6,3,8,425,2221,0,13,0,0,0,6325,3,28,182,3,0,7,0,6,30,0,0,0,1,1,132,28,1351,7,0,0,0,3375,1,26,6,0,0,4,0,13,61,0,0,0,0,2,0,0,0,0,244,1,137,0,33,11,0,0,0,0,2,0,108,0,50,21,0,355,0,0,0,79,2,113,0,156,2519,0,7,3702,11,253,2617,0,0,1,288,0,1179,0,12,118,0,0,19,99,67,3,3,6594,0,0,0,0,1,121,0,3,2,0,767,9,0,7,6,0,1,0,5377,1319,7,0,0,2,9807,281,2,0,0,0,45,0,297,0,8,5,2,5,0,0,3,2,0,4,621804,216471,3,0,3,23,0,0,0,0,0,290,597
Italy,ITA,0,49,3677,29,292,88,0,28,487003,0,2,266038,18177,0,143,9,2,1,0,288899,11,12,134,5,696,502,19,108052,1,117,148,286,0,240,386475,201,7,15,29,5637,5,2668,6,4230,16,8,514,127,4632,219,12,80,1896,24,0,4368,1325,4343,290,8,48,0,121,0,0,74,585,594387,66,136,22,43,0,611115,83,38,7915,12,0,162,5,441,138,6,98,7,57,2,1717,39,13,56,5,3,1297,0,14,85,90,0,6441,7,1,48,287,0,4,0,1,9,188,691,894,0,13674,2,878,28,73,23,0,26,173,0,66,0,256,3,3534,190,0,465,0,0,2470,294,17,431,7,2,5542,9,277,1471,134,323,2395,0,0,10,897,4,12,0,659,2,544,4415,160,1748,458,264,20,747,0,47,0,4,13,0,0,49,57,0,4832,52,24,14,32,1381,12,83,16394,9831,59,163,72,4,6042,486056,32,0,0,768,219,0,379,0,69,67,1847,1591,0,0,3,604,0,66,100220,923820,18535,0,26,72610,1,1,3,0,14,644,1502
Jamaica,JAM,0,0,0,0,0,0,79,592,0,0,151,65,0,0,2580,0,0,583,0,37,445,2,157,0,1,15,0,88,0,0,0,0,0,0,10400,2,2447,0,0,2,0,20,0,19,0,0,277,5,2,3008,0,0,80,0,48,815,2,0,8,0,0,0,0,0,0,2,407,2139,2,0,0,0,0,27,0,61,2,4,53,35,0,44,2,0,179,72,115,0,10,4,0,0,0,0,226,17,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,0,29,0,0,0,0,0,0,0,174,0,0,0,2,0,0,96,0,13,0,0,0,0,0,0,1,361,2,125,28,22,381,0,0,0,35,0,1,0,1839,4,1,0,0,0,26,464,0,0,0,1,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,11,5989,0,0,0,0,495,67,0,0,0,0,0,0,26,0,0,309,0,0,0,85,0,0,0,0,168068,221818,2,0,0,236,0,301,44,0,0,16,0
Japan,JPN,7,1,5,23,6,3,0,3,7727,0,27,7772,2154,0,5,30,3,0,0,2149,3,0,37,47,2058,2,2,141480,66,20,0,1,7,1,7115,0,0,0,5,474,487,630,0,235,3,0,89,5,0,99,11,2,758,0,0,2692,759,996,119,0,2,0,7,13,2,33,15,8360,105,1,0,2,0,17276,6,0,736,5,0,36,2061,83,2,0,21,4,13,7567,1168,3,1061,1682,2,20,130,1001,7,0,0,0,112,0,129,3896,664,0,9,0,2,6,2,230,4,0,16,151,3,3,4,1189,0,0,2,0,22,0,0,0,3804,47,0,22,103,0,5,15,897,13,19,0,1590,125,49,776,39,12,103,0,0,206,640,0,56,23,501,387,2882,4210,1727,73,94,23,22,0,0,3,0,0,47,0,0,17,1,0,18,6,8,230,0,0,59,4,630,0,160,8,23,1,670,1880,11,0,0,19,2543,0,14,0,20,34,25,475,0,0,0,53,0,19,12581,335683,901,0,10,1172,18,2,1,0,339,198,117
Jordan,JOR,0,2,38,0,2,0,0,4,249,0,4,291,398,0,0,6346,24,0,0,339,0,0,3,0,5,0,0,25,1,78,0,3,0,2,1358,0,0,0,9,257,0,53,0,438,6,0,3,0,1,18,30,5,423,1,0,27,6,7886,26,0,5,0,13,0,0,2,0,23,0,0,0,4,0,13329,0,0,1398,0,0,6,0,3,0,0,0,0,1,4,255,0,3,9,365,2616,3,357,1,4,0,0,198,0,0,1,317832,0,0,0,750,0,0,1048,0,0,0,4,0,9,0,25,0,0,3,0,3,0,0,0,8,0,0,1,0,0,33,0,4,0,1,28,0,19,0,11,10,0,2,0,0,0,21,2175,43,0,45,0,10,31,26,52,2,237,11092,0,0,9,0,0,0,0,0,45222,0,0,1,0,0,12,2,0,0,9,2,0,2,145,0,0,38,111,3150,0,0,32,53,0,0,0,0,7,183,1820,0,0,0,8,0,29898,611,22763,7,0,0,654,0,5,0,0,20235,2,1
Kazakhstan,KAZ,5,4,0,0,0,2,0,0,106,0,0,436,17,0,0,43,12,0,0,14,0,2,0,0,2,0,0,115,0,184,0,0,0,0,3391,0,0,9,0,5,16,3,0,58,27,0,0,13,52,0,1429,216,14,0,0,2,2,40,0,0,0,0,2,0,0,2,53,636,0,0,0,0,0,1002,8,0,44,0,0,0,0,0,84,0,0,0,0,135,695,1,761,65,2,526,12,40,0,67,0,0,0,0,4,44,4,93049,6,0,55,0,2,18,0,0,7,141,1,0,2,0,0,43,6,0,0,0,3,0,2,0,0,10,433,0,0,27,614,0,0,2,2,0,0,19,0,32,285,0,0,0,6,0,190,0,0,0,7,10,186,7797,1,0,806,23,1486916,0,0,0,0,2,0,24,2,0,8,0,7,0,86,2,0,1,341,0,2,0,0,0,51,15,16,0,23388,0,497,0,37,0,0,0,2,1143,14798,0,0,0,235611,26,591,1329,25,155469,0,9,1,0,0,0,8484,119,70
Kenya,KEN,52,0,0,0,0,11,0,0,0,0,0,3248,7,0,3,0,107,0,0,43,0,20,3,0,0,5,0,9,0,1,3,76,0,33,5279,0,1,228,237,0,0,3,81,12888,47,0,0,54,0,7,34,0,460,668,0,46,0,60,0,22,383,0,500,0,1,0,21,114,0,2,120,71,0,29,19,2,5,0,0,22,0,0,0,0,0,0,0,0,60,2,8518,15,0,0,63,148,13,16,2,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,44,0,9,183,3154,3,2,8,0,0,24,0,2,78,0,3,0,61,0,0,0,3,16,5,5,77,365,1,0,898,2,0,2003,0,0,0,224,0,580,0,0,24,0,0,43,17,108,3,0,0,0,22,0,0,0,0,2,0,2,0,48,0,31,2,0,0,0,655,7156,0,9,22663,0,20,278,26,0,0,0,40200,84,0,1,0,1,4,1,2,0,0,0,90213,0,3,104566,9525,0,0,0,5,0,0,0,0,3,666,778
Kiribati,KIR,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254,0,0,0,0,0,2,0,0,0,0,0,0,0,0,367,0,0,0,1,216,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1622,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,228,0,0,8,0,0,0,0,0,1,0,0
Noth Korea,PRK,1,0,0,0,0,0,0,0,1065,0,0,3,20,0,0,1,128,0,0,34,0,0,0,0,16,0,0,83,2,0,0,3,3,3,29,0,0,0,11,84,21672,38,0,97,1,0,5,0,0,0,3,0,62,1,0,0,22,9,1,0,1,0,3,0,0,0,0,5,2,0,0,0,0,62,1,0,4,0,0,0,1,2,0,0,0,0,1,8173,6,0,16,9,0,0,0,26,0,8,0,0,224,0,0,500248,0,0,0,0,0,0,0,12,0,0,0,8486,0,2,0,32,0,0,0,0,0,0,0,0,4,0,0,0,42,0,0,0,84,0,0,149,0,0,0,0,4,2,18,0,0,0,15,0,231,0,0,0,44,132,26,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,2,5,0,0,16,0,0,7,10,0,0,0,38,68,0,2,0,0,0,1,0,0,0,0,108,0,0,23,16492,26,0,0,922,0,0,0,0,3,6,3
South Korea,KOR,0,0,0,144,3,1,0,0,3417,0,3,4353,759,0,10,6,0,0,0,409,3,3,48,12,51,1,0,7335,224,16,0,0,3,0,21648,0,0,0,3,411,22491,158,0,129,2,0,40,15,0,12,4,0,4089,0,0,306,70,181,13,0,1,0,4,50,0,39,9,239,7,2,0,1,0,16471,3,0,72,6,0,4,1882,31,7,0,2,0,15,28,18,2,0,371,0,3,28,523,0,667656,0,0,62,0,5978,0,0,0,2,0,0,2,0,44,0,0,9,29,2,1,1,364,0,0,0,0,2,0,0,0,130,3,0,13,405,0,0,5,198,5,23,0,1456,13,4,865,14,43,381,0,0,114,2649,0,2,4,119,108,2373,424,1057,12,17,3,0,0,0,1,0,0,1,0,0,3,1,0,10,2,15,70,0,0,23,2,58,0,11,5,1,0,383,154,2,0,0,11,346,0,50,0,11,4,5,5,0,0,0,30,0,4,1201,313404,83,0,12,2959,10,1,0,0,56,65,33
Kuwait,KWT,27,0,16,0,0,0,0,0,9,0,0,196,4,0,0,1097,34,0,0,3,0,0,1,0,0,0,0,0,0,34,0,0,0,0,2529,0,0,0,3,0,0,7,0,18,0,0,0,3,0,0,8,1,29,0,0,2,0,2539,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2,12,0,4437,4,57,16946,2,5,0,2,149,0,75,0,0,0,0,0,0,0,21,0,0,441,0,0,0,2,0,0,0,11,1,0,0,0,0,0,0,0,2,0,0,0,0,0,14,0,1,0,0,6,0,0,0,22,0,7,63,0,0,0,8,1029,546,0,0,0,0,1,11,44,1,0,315,0,0,0,0,0,0,0,0,35942,0,0,0,0,0,5,0,0,0,0,3,0,4,55,0,0,23,2,754,0,0,12,21,0,8,0,0,0,77,648,0,0,0,3,0,3733,378,5068,0,0,0,8,0,0,0,0,7202,4,2
Kyrgyzstan,KGZ,0,0,0,0,0,0,0,0,3,0,0,101,8,458,0,15,0,0,0,2,0,0,0,0,0,0,0,1,0,16,0,0,0,0,538,0,0,2,0,4,2,0,0,11,5,0,1,2,5,6,145,22,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,21,1,0,1,0,0,0,0,0,16,0,0,0,0,17,26,0,9,12,0,184,0,4,0,0,0,9945,0,0,0,5,1,0,1,0,19,0,0,3,0,0,0,17,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,116,0,0,0,0,0,0,4,0,6,54,0,0,0,0,0,2,0,2,0,0,0,35,187,0,0,283,2,93846,0,0,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,42,0,0,0,0,0,14,2,6,0,11312,0,93,0,7,0,0,0,0,401,3014,0,0,0,0,9,10,417,0,64761,0,0,0,0,0,0,2975,15,9
Laos,LAO,0,0,0,0,5,0,0,0,80,0,0,5161,476,0,0,0,42,0,0,407,0,0,11,0,2,1,0,8,4,0,0,1,15,0,3754,0,0,0,2,0,148,3,0,31,0,0,1,2,0,0,0,0,4,0,0,14,2,432,0,0,0,0,0,0,0,11,8,39985,0,5,0,0,0,736,4,0,99,1,0,0,1,0,0,0,0,0,0,3423,4,2,5,1239,0,0,27,602,0,106,0,0,109,0,39,0,0,0,0,0,0,0,0,39,0,0,9,17,2,1,0,76,0,0,0,0,0,0,0,0,18,0,0,12,0,0,0,0,664,0,6,49,0,0,77,233,0,2,14,0,0,0,3,0,76,0,0,8,3,10,3531,9,16,0,0,0,0,2,0,0,0,0,0,0,0,0,10,0,2,14,0,0,0,0,1,0,0,12,0,0,369,227,0,0,0,13,13675,0,2,0,3,0,4,0,0,0,0,3,0,0,1158,55861,3,0,3,69,21,0,0,0,0,1,0
Latvia,LVA,0,3,0,2,0,3,0,0,251,0,0,14545,27,0,0,0,0,0,0,13,0,0,9,0,2,6,0,176,0,24,0,0,0,0,6884,0,0,0,0,39,0,9,0,1,0,0,0,0,128,0,46,318,259,0,0,8,3,0,0,0,0,8175,0,0,0,4,247,1180,0,7,0,0,0,16597,0,0,5,0,0,0,0,0,3,0,0,0,0,0,935,2,7,0,0,0,160,56,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,12553,19,0,10,0,2,0,0,4,0,0,0,0,0,0,18,11,0,26,0,0,0,8,0,0,0,0,101,0,3,465,0,0,5,0,0,0,58,0,1,0,0,6,11,16,0,6674,3,0,10,48,143546,0,0,0,0,2,0,0,0,0,57,0,0,0,126,16,0,0,603,100,0,0,0,0,682,22,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0,0,21038,0,1522,70923,40,0,2,13,0,0,0,0,2,21,74
Lebanon,LBN,0,8,58,6,7,3,0,25,5346,0,21,47852,785,0,0,1633,75,0,0,1606,28,280,10,0,136,2,0,22371,4,255,8,8,0,7,17988,44,0,142,27,277,1,1330,0,1882,192,1,50,5385,3,132,74,11,290,3,1,1429,187,11500,12,4,23,0,54,0,0,85,15,20626,101,5,420,19,0,12287,486,0,1682,1,0,337,9,7,803,9,5,4,8,13,1275,3,9,20,84,1884,48,1076,8,3,3291,0,613,0,0,4,45578,0,1,0,0,0,2721,7568,0,0,16,14,3,39,3,78,0,135,12,0,26,9,0,0,2931,6,0,22,0,0,51,2,134,2,48,88,729,122,10,20,8,3664,27050,0,0,2,99,181,136,1,139,24,486,109,57,111,30,26,4677,1,0,39,0,0,3,0,0,15294,324,0,18,0,2112,37,4,0,3,39,534,0,1,448,0,0,2163,1451,808,0,0,99,141,0,778,0,25,40,280,764,0,0,0,23,0,14781,10783,59509,222,0,27,6772,0,2,2,0,8477,160,94
Lesotho,LSO,2,0,0,0,0,257,0,0,0,0,0,20,0,0,0,0,11,0,0,1,0,0,0,0,0,0,84,2,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,341,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31555,2,0,0,0,0,12,0,81,0,0,0,0,0,0,0,0,133,0,247,0,8,0,1,0,11,0,0,18,0,0,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0,0,0,0,0,178089,0,0,9,0,365,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,305,0,0,0,1,0,0,0,0,0,4561,56
Liberia,LBR,0,0,0,0,0,0,0,0,0,0,0,46,9,0,1,0,4,0,0,19,0,409,2,0,0,0,0,5,0,0,343,0,0,114,3189,130,0,0,0,0,0,2,0,0,0,0,0,3942,0,0,10,0,34,0,0,2,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,710,0,7,0,0,2,0,0,551,2,0,0,0,0,4,0,114,4,0,13,0,17771,0,3,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0,8,0,0,835,0,0,2,69,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,5,0,156,20821,0,0,0,45,0,19,0,0,0,0,0,12,9,0,0,1407,0,0,0,0,0,0,0,0,0,186,0,0,0,4315,0,0,0,0,1,12,0,0,8,0,0,3,2534,0,0,0,0,23,0,355,0,0,0,0,317,0,0,0,0,0,0,59,4379,0,0,0,3,0,0,0,0,421,26,34
Libya,LBY,0,2,56,0,0,0,0,0,0,0,0,597,140,0,0,4,2,0,0,77,0,7,1,0,1,0,0,61,0,31,15,6,0,2,2951,0,0,2,992,2,0,5,0,139,0,0,8,20,1,0,340,6,32,68,0,15,1,6855,1,0,127,0,38,0,0,0,0,4,3,0,2,0,0,36,3,0,956,0,0,3,0,3,0,0,0,0,0,0,1229,0,71,10,2,18,2,185,0,3,180,0,33,0,0,0,85,0,0,0,7,0,0,0,0,0,2,0,0,2,4,0,0,1,68,0,3,0,63,8,0,0,0,2,0,0,48,0,11,0,0,2,0,0,0,31,17,110,729,0,0,0,14,14,12,0,0,4,0,7,28,100,1,0,97,0,0,0,0,0,0,0,0,138,0,0,2,0,2,0,2,0,0,218,5,0,0,27677,0,0,11,33,27,0,0,35,55,0,0,0,0,0,1807,459,0,0,0,63,0,190,6146,11113,2,0,0,170,0,0,0,0,608,6,16
Liechtenstein,LIE,0,0,0,0,0,0,0,0,18,0,0,0,1108,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,8,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,10,2095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3398,0,0,0,2,0,0,0,0,0,1,0
Lithuania,LTU,0,12,0,0,0,24,0,0,4465,0,0,7142,39,0,0,0,0,0,16000,29,0,0,10,0,24,13,0,2121,0,22,0,0,0,0,6158,0,0,0,0,30,0,27,0,2,2,0,3,0,634,1,229,1569,389,0,0,10,32,7,0,0,0,3137,0,0,0,2,142,2605,4,3,0,0,0,39988,0,0,11,0,0,0,0,2,5,0,0,0,0,0,3691,5,10,0,0,2,142,120,0,0,2,10108,0,0,0,7,0,0,0,40621,3,0,0,0,0,0,40,0,22,0,20,0,0,5,2,0,0,0,2,0,21,5,0,55,0,0,0,21,0,2,0,0,206,0,2,225,0,1,8,0,0,0,40,0,2,0,2,3,130,196,0,188812,7,0,51,235,110107,0,0,0,0,4,0,1,0,0,122,0,0,0,621,79,0,0,6908,213,0,0,0,1,232,46,0,0,0,0,0,0,2,0,2,0,0,61,0,0,0,0,22486,2,3362,89977,479,0,0,157,0,0,0,0,8,174,250
Luxembourg,LUX,0,0,0,0,3,1,0,0,30,0,0,3,695,0,3,0,0,0,0,6169,0,0,0,0,0,13,0,0,0,0,0,0,0,0,626,0,0,1,0,0,0,3,0,416,2,0,3,3,130,0,0,9,27,0,0,15,0,3,1,0,4,0,12,3,0,0,8,10346,0,0,2,4,0,4689,0,0,43,0,0,0,0,1,2,0,0,0,0,0,13,0,1,0,0,0,19,2427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,21,0,0,9,0,2,11,0,0,0,24,0,1,0,0,0,0,0,0,83,566,0,0,3725,0,5,0,0,0,0,0,0,0,0,129,0,0,0,3,37,0,7,333,24,0,0,0,0,176,230,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,401,3658,0,0,0,3,0,0,0,0,0,13,0
Macau,MAC,1,0,0,0,0,0,0,0,4,0,0,197,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,3,1796,0,0,0,5,0,375,0,0,0,0,0,1,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,8553,0,0,16,0,0,96,2,0,0,0,0,0,333,0,100,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,35,0,0,0,0,0,0,3,0,233,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,62,0,0,0,0,46,0,0,35,0,0,24,0,0,0,0,38,0,0,0,0,0,0,0,4,0,0,0,8,0,0,75,3115,0,0,0,4,0,0,0,0,49,10,27
Macedonia,MKD,0,4328,0,3,17,1,0,0,1038,0,0,34567,315684,0,0,27,2,0,0,919,0,2,2,0,5,1,0,423,0,816,2,1,0,5,2695,4,0,0,0,75,0,4,0,2,0,0,0,24,49,0,18,121,416,0,0,3,7,9,0,0,0,0,0,0,0,9,8,2123,0,4,0,0,0,32954,3,0,313,0,0,0,0,0,12,0,0,0,0,0,5155,0,10,0,15,44,3,6904,0,0,281,0,3,0,0,1,123,0,0,0,4,0,0,0,58,0,37,0,0,0,1,3,0,0,3,0,0,0,0,0,3,23,0,6,0,0,0,3,0,4,0,1,24,0,7,308,0,14,76,0,0,1,0,12,9,0,5,0,2,34,0,886,3,0,66,581,0,0,0,0,2,58,0,152,2,0,14,0,2,2,48,100,0,0,182,23,0,1,0,0,175,11355,101,0,0,2,0,0,17,0,8,0,0,32256,0,0,0,1,0,209,419,10846,71,0,3,10,0,0,0,0,231,9,13
Madagascar,MDG,0,0,0,0,1,3,0,1,0,0,1,66,29,0,0,0,3,0,0,125,0,0,0,0,0,2,0,14,0,0,0,4,0,2,434,0,0,2,13,0,0,1,13536,110,0,0,0,3,0,24,14,0,12,37,0,17,0,3,0,0,57,0,30,0,0,0,8,52251,128,2,1,0,0,118,1,0,21,0,0,275,0,0,0,0,0,0,0,0,13,0,85,0,0,0,18,626,1,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,0,862,0,0,0,0,0,158,0,315,4,0,0,0,22,0,0,0,2,0,3,0,2,0,5,4,7,0,0,97,0,0,0,282,0,14,0,0,0,0,2,0,4,11,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,97,305,0,0,1231,0,5,79,109,0,0,0,55,0,0,0,0,0,7,0,0,0,0,0,40,0,0,1484,968,0,0,0,8,0,0,0,0,0,180,1662
