Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Ethiopia,ETH,0,0,2,0,2,0,0,0,0,0,0,1062,41,0,0,5,5,0,0,64,0,2,3,0,0,0,0,12,0,21,0,7,0,3,6828,0,0,0,22,0,0,2,1,0,0,0,2,5,0,8,52,0,155,12632,0,2,0,626,0,0,10,0,0,0,0,0,3,12,0,0,0,0,0,171,2,0,180,0,0,27,0,3,0,0,0,0,0,0,103,0,151,0,11,21,7,5820,0,0,212,0,6026,0,0,0,65,0,0,0,18,0,0,13,0,0,6,0,1,0,156,0,0,0,0,0,28,0,0,7,0,1,0,8,0,0,2,0,0,1,2,3,1563,1,0,108,26,0,177,0,0,0,384,53,25,0,0,7,0,1,0,16,4,1,268,0,0,0,0,0,0,0,0,7513,0,0,6,0,3,0,0,0,0,17,112,0,0,2126,0,1,1426,156,76,0,0,43,0,0,0,0,0,2,9,529,0,0,0,129,0,469,556,10583,0,0,0,7,0,0,0,0,680,33,326
Falkland Islands (Malvinas),FRO,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6254,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,221,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,18,0,0,2,0,0,0,0,0,0,501,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,194,20,0,0,0,0,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,348,0,0,0,0,0,0,0,0,0,0,9,0
Faroe Islands,FLK,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,4,0,0,0,2,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,2,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,2,0,0,18,0,0,0,0,0,0,0,9485,0,0,1,0,14,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,50,0,0,2,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,300,1,0,0,2,0,0,5,0,0,7,38,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,1,0,70,10,0,0,61,6705,0,0,0,8,0,1,8,0,78,10,0,217,0,0,3,0,0,0,0,0,0,0,3,2,226,0,0,0,0,0,0,0,0,3,0,0,204,0,90,0,0,0,0,0,0,0,0,0,0,2,6,0,0,4,215,0,0,0,0,0,37,0,0,0,0,9367,0,0,164,0,0,0,0,2,0,9,3
Finland,FIN,0,2,7,0,29,2,0,0,233,0,0,9168,1061,0,7,1,0,0,0,625,0,4,6,1,2,35,0,499,0,7,5,6,0,23,8534,7,2,0,3,0,0,19,0,8,0,0,9,38,3,0,1,8,3693,2,0,26,3,199,0,0,0,0,0,31,0,2,0,2041,0,4,0,0,0,10892,10,12,767,0,0,1,0,5,19,0,0,0,0,0,480,68,4,11,0,0,71,7240,0,22,14,0,6,0,0,5,0,0,0,0,0,0,0,1,0,0,112,0,60,0,2,8,0,0,1,0,0,0,0,0,10,6,0,155,16,0,0,6,4,8,0,0,948,0,2,260,17,23,122,0,0,0,3795,0,4,0,20,0,0,52,33,100,108,0,2,172,0,0,0,0,0,0,0,7,6,0,338,0,5,5,3,0,0,0,545,585,0,26,0,0,250527,2999,5,0,0,49,78,0,27,0,2,0,3,15,0,0,0,150,0,10,4301,32529,4,0,0,27,0,0,0,0,3,18,19
France,FRA,17,4,46294,4,2431,238,1,126,9787,0,75,12859,4348,0,92,19,55,38,0,106324,5,474,23,11,146,715,15,10247,22,77,1341,404,16,6476,54664,252,7,2068,802,1921,25,1426,400,91409,4585,1,170,28421,7043,221,48,326,2184,73,13,1957,673,2994,116,179,1133,0,2626,44,0,10,239,0,5757,14586,2679,921,0,74684,786,16,3913,2,10,15042,0,287,986,17,6,389,25,20,1613,78,1997,60,11,20,1918,122819,487,298,201,0,851,0,7,308,467,0,4,0,13,244,126,10515,38,0,12999,21,1251,35190,195,389,0,3065,35,0,14552,3498,1848,547,4762,26,0,7522,10,2,32232,117,19,163,0,39,5544,319,16852,607,100,10937,43848,0,0,1,2053,96,297,0,314,193,317,2299,172,46523,23489,1630,188,718,0,377,9,480,13,965,9,109,10771,0,6879,165,225,240,129,2043,2,1937,3469,127032,811,1374,488,11,3156,56276,72,0,0,2287,381,0,5356,0,9,2331,6461,5304,0,2,0,135,0,149,39996,167205,238,0,675,4979,3,7,92,115,100,1732,198
French Guiana,GUF,0,0,0,0,0,0,0,7,0,0,9,0,0,0,1,0,0,14,0,0,0,0,0,0,3,0,0,1730,0,0,0,18,0,90,1,0,0,0,25,0,0,3,0,0,0,0,0,0,0,7,0,0,2,0,1,122,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,24,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,15,0,0,1,0,0,0,0,29,0,0,0,0,0,117,0,0,0,0,0,1,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0
French Polynesia,PYF,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,6059,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3394,212,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,15,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1011,0,0,10,3,0,0,0,0,0,0,0
Gabon,GAB,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,0,0,0,123,0,3,0,0,0,0,0,2,0,0,27,0,0,1732,59,0,0,359,264,0,0,0,0,242,519,0,0,7,0,0,0,0,0,7,0,0,0,242,0,171,17,0,66,0,0,0,0,6345,0,0,0,1,0,51,162,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,2,273,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,3,7,0,0,65,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,6,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,17,0,2,0,38,0,0,0,0,29,10,0,0,237,0,0,10,48,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,8,0,0,195,2,0,0,0,1,0,0,0,0,0,0,28
Gambia,GMB,0,0,0,0,0,0,0,0,0,0,0,19,21,0,0,0,0,0,0,40,0,27,0,0,0,0,0,2,0,0,40,0,0,6,315,9,0,7,0,0,0,0,0,387,1,0,0,383,0,0,3,0,60,0,0,0,0,3,0,0,4,0,106,0,0,0,0,4,0,0,67,0,0,86,6,0,16,0,0,0,0,0,145,235,0,0,0,0,4,0,17,0,0,0,2,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,96,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,10,6628,0,0,0,146,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4010,0,2,0,5038,0,0,0,0,7,0,0,0,2,0,0,10,79,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,17,0,0,634,497,0,0,0,1,0,0,0,0,0,2,3
Georgia,GEO,0,2,0,0,2,0,0,0,15,66870,0,309,50,18007,0,55,0,0,0,91,0,0,1,0,0,3,0,10,0,82,0,17,0,14,699,0,0,12,58,15,3,2,1,271,37,0,1,2,16,0,434,66,29,7,0,7,0,14,0,0,9,0,8,1,0,1,30,2012,0,0,0,3,0,3324,2,0,428,0,0,0,0,0,14,0,0,0,0,34,398,4,17,11,3,676,9,256,0,0,0,30365,1250,0,0,11,5,240,0,0,70,0,0,6,0,0,22,36,4,4,0,0,0,10,4,0,0,0,2,0,3,0,0,30,0,0,0,19,102,0,0,0,5,0,0,13,0,5,46,0,0,0,2,1,3,0,2,0,0,0,31,784,4,0,1037,7,289412,4,0,0,0,12,0,30,0,0,24,0,2,0,26,0,0,15,79,0,0,1076,0,0,39,95,20,0,0,206,83,0,6,0,0,0,0,1470,2196,0,0,48,53300,34,7927,3823,2,47646,0,0,0,0,0,0,10909,27,16
Germany,DEU,17,42,466,13,63,186,0,26,24323,0,2,106805,103062,0,192,234,62,1,0,28046,10,17,146,10,1312,4045,26,41363,3,331,218,99,2,186,196989,10,14,5,23,6041,36,2589,5,1295,95,4,486,178,39976,164,305,605,26899,6,1,2883,1408,1486,288,3,17,0,37,81,2,34,639,201292,55,339,15,13,0,0,125,42,6515,13,0,109,2,717,333,9,13,8,50,24,21411,751,2395,156,130,285,3345,79772,17,273,2455,0,50,3,10,593,432,0,10,0,30,232,507,244,1029,0,12191,25,7076,9,154,56,0,37,46,0,33,1,258,0,5423,87,0,510,41,0,36,331,49,439,3,45,66783,10,181,3506,268,445,2599,0,0,5,7825,103,338,0,292,733,1487,1292,444,34792,6361,384,446,2918,0,227,0,2,44,121,0,1327,85,0,38897,54,135,35,240,11673,6,29,32757,69755,352,97,11,9,38571,5464,885,0,0,192,769,0,651,0,31,81,194,86842,0,0,1,289,0,1829,185374,1204599,2906,0,12,5625,3,8,3,0,950,1358,1503
Ghana,GHA,2,0,0,0,4,2,0,5,0,0,0,709,102,0,5,0,10,0,0,146,0,771,3,0,0,1,16,7,0,2,28547,0,0,12,6273,242,0,9,0,0,2,1,0,496,2,0,0,48900,0,10,33,0,178,0,0,6,0,81,0,0,5,0,136,0,0,0,5,25,0,0,1063,3,0,14388,0,0,71,0,0,34,0,0,183,7,0,0,0,0,89,0,337,0,0,0,14,2257,20,72,2,0,0,0,0,0,2,0,0,0,0,1,13446,4,0,0,10,0,2,7,246,2,0,2181,0,0,36,122,1,0,0,0,0,14,0,0,0,2,0,4,1,7,2505,2,0,63,1,237,198295,0,0,0,36,0,57,0,0,4,0,0,1,15,7,4,0,0,0,0,0,0,0,0,0,0,618,0,10,0,1257,0,0,0,0,9,293,0,1,5,0,3,61,377,0,0,0,0,2,0,26289,0,0,6,2,2,0,0,0,34,0,4,17290,9872,0,0,0,4,0,0,0,0,2,784,1019
Gibraltar,GIB,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,22,0,0,81,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,127,24,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11559,2085,0,0,0,0,0,0,0,0,0,4,4
Greece,GRC,0,54147,1514,14,60,43,0,2,4921,0,0,141392,3271,0,108,57,9,0,0,22372,2,4,29,0,34,919,8,4398,0,1540,16,211,0,26,88854,3,0,21,3,223,0,136,0,5897,22,4,14,46,9151,7,5700,154,661,0,0,58,47,8009,6,12,63,0,169,0,0,37,43,16318,6,58,29,59,0,303378,8,3,0,3,0,8,2,55,14,0,1,0,10,0,6423,3,59,7,32,154,105,33731,1,6,595,0,7,3,0,9,215,0,0,0,128,5,2,302,71,0,200,1,1607,673,36,15,0,3,88,0,3,0,124,0,52,95,0,35,0,0,116,259,2,243,4,7,2063,0,30,1393,8,116,1043,0,0,5,281,25,51,0,266,0,12,141,20,1652,81,4,1893,7033,0,64,0,0,7,482,0,321,5,0,8835,29,2,9,61,2653,6,107,9373,134,0,14,0,2,15104,12791,214,0,0,20,47,0,137,0,34,6,628,112911,0,0,2,11,0,443,12403,229757,56,0,13,1300,0,0,0,0,820,316,1555
Greenland,GRL,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,18,77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,270,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,0,0,0,0,0,0,0,1,0,0
Grenada,GRD,0,0,0,0,0,0,98,93,0,0,188,11,0,0,57,0,0,571,0,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,515,0,1,0,0,3,0,4,0,5,0,0,0,1,1,337,0,0,2,0,70,16,2,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,2,0,0,0,0,0,382,0,0,0,0,182,91,0,0,2,0,0,0,0,0,0,2,216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,23,0,2,0,0,0,0,0,448,0,25,0,6,101,0,0,0,3,0,0,0,0,0,2,0,0,0,0,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,0,7,0,0,21159,0,0,0,78,0,0,0,0,19,8115,3,0,0,869,0,548,114,0,6,0,0
Guadeloupe,GLP,0,0,0,0,0,0,5,35,0,0,19,0,0,0,2,0,0,7,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,15,25,0,0,0,7,8,0,6,0,0,0,0,0,0,1,38,8,0,8,1,52,211,6,0,0,0,0,0,0,0,0,2,243,86781,784,76,0,0,0,0,0,0,0,0,2,0,0,3,0,0,8,16,3,0,0,3,0,0,0,0,51,0,32,0,0,0,149,0,0,0,0,0,0,0,0,0,9,0,0,0,34,0,10,0,4,0,0,0,0,0,1999,0,0,35,0,0,0,48,0,0,0,0,0,0,0,0,0,44,24,40,2,0,0,0,0,0,4,0,0,0,1,0,4,0,0,0,6,102,0,0,0,0,0,9,0,0,0,0,0,0,70,0,0,0,0,0,0,0,3,1350,0,20,0,0,111,0,0,0,0,40,0,0,0,0,0,38,0,0,0,8,0,2,0,2,15672,341,7,0,0,0,0,25,3,2,2,8,0
Guam,GUM,0,0,0,8,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,7,20,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,1,93,0,0,0,0,0,0,22,0,0,2,0,0,0,12,0,0,0,0,0,545,0,0,14,0,0,2,0,0,58,0,0,33,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,3,5,0,0,0,0,0,0,0,0,0,31356,0,0,5,0,0,0,0,0,11,0,0
Guatemala,GTM,0,0,0,0,0,0,0,0,0,0,0,24,3,0,5,0,0,0,0,101,3012,0,22,0,4,0,0,174,0,0,0,0,0,6,6616,0,0,0,1,8,0,222,0,0,0,0,874,0,2,1,0,0,17,0,0,266,6,0,4708,0,0,0,0,0,0,0,14,59,0,0,0,0,0,30,0,0,3,3,0,0,0,0,0,0,8,0,1784,0,3,0,0,6,0,0,8,14,11,5,0,0,60,0,0,1,0,0,0,0,0,0,25,2,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,4463,0,0,3,0,0,0,0,7,0,0,0,0,2,0,24,811,0,2,0,0,0,74,0,0,0,305,0,4,8,18,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,2,205,0,8,0,0,24,142,0,0,0,9,35,0,0,0,0,4,0,0,0,0,0,0,0,0,652,72214,7,0,0,431,0,0,0,0,0,4,0
Guinea,GIN,2,0,0,0,1,144,0,0,0,0,0,12,26,0,0,0,12,0,0,84,0,1244,0,0,0,0,0,3,0,3,1858,8,0,864,371,393,0,71,4,0,0,3,0,4064,15,0,0,102556,0,0,10,0,9,10,0,2,0,55,0,7,96,0,1114,0,0,0,3,6806,0,0,865,15620,0,105,265,0,19,0,0,1,0,0,0,5648,0,0,0,0,30,0,383,0,0,0,8,559,0,3,0,0,6,0,0,0,9,0,0,0,0,0,42062,3,0,0,5,0,1,58,9,2,0,21844,0,0,0,1861,0,1,0,0,0,8,0,0,0,0,0,0,0,9,0,0,0,1,6,475,7621,0,0,0,12,0,64,0,0,0,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,40359,0,6,133,71399,1,0,0,0,164,12,0,2,336,0,0,34,98,0,0,0,7,0,0,1080,0,0,0,2,0,0,0,0,11,0,0,640,1113,0,0,0,2,0,0,0,0,0,28,36
Guinea-Bissau,GNB,0,0,0,0,1,0,0,0,0,0,0,4,31,0,0,0,0,0,0,25,0,12,0,0,0,0,0,2,0,0,50,1,0,774,44,4,0,55,3,0,0,0,0,3158,12,0,0,179,0,0,2,0,0,9,0,0,0,5,0,5,59,0,866,0,0,0,0,4,0,0,544,6975,0,129,7,0,23,0,0,0,0,0,1221,0,0,0,0,0,8,0,21,0,0,0,2,659,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,45,0,0,0,122,0,0,0,2,0,1,0,0,0,2,0,0,0,196,0,0,0,0,0,0,0,0,0,5,4927,0,0,0,6,0,4,0,0,0,0,0,0,0,3046,0,0,0,0,5,0,0,0,0,40,0,22892,0,2,0,23,0,0,0,0,101,1,0,0,301,0,0,10,118,0,0,0,6,0,0,10,0,0,0,0,0,0,0,0,10,0,0,192,213,0,0,0,0,0,0,0,0,0,3,3
Guyana,GUY,0,0,0,0,0,0,64,857,2,0,100,44,0,0,156,0,0,1749,0,7,0,5,13,0,15,0,0,696,0,0,0,1,0,5,3867,6,37,0,1,0,0,8,0,6,0,0,9,15,0,186,0,0,33,0,51,779,21,6,0,0,0,0,0,0,0,0,56,9011,156,0,0,0,0,7,0,0,0,2,119,169,0,8,5,0,0,62,1,0,28,0,0,0,0,0,31,0,589,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,8,0,2,0,0,3,0,2,0,0,8,0,0,0,1,0,0,11,0,28,0,0,0,0,0,0,667,255,0,106,0,67,1174,0,0,0,47,0,0,0,0,0,3,1,0,4,4,400,0,0,0,0,0,0,0,0,0,0,2,0,9,0,2,2,0,0,0,0,3,829,0,0,1693,0,199,2,0,0,0,2,0,0,78,0,0,2898,0,2,0,28,0,0,0,0,23258,57637,24,0,0,1533,0,10,126,0,0,5,0
Haiti,HTI,0,0,0,0,2,0,133,10,0,0,221,6,9,0,8862,0,0,160,0,554,1,0,96,0,6,0,0,126,0,0,0,0,0,7,6390,0,2,0,2,11,0,50,0,34,0,0,18,0,3,10823,0,0,12,0,46,152301,8,0,5,0,0,0,0,0,0,0,23,4797,963,0,2,0,0,139,0,0,34,3,20,1447,0,25,0,0,11,0,5,0,10,0,0,0,0,0,9,338,435,0,0,0,64,0,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,523,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,566,0,5,18,0,16,0,0,0,3,0,0,0,56,0,6,1,0,0,0,1372,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,22,229,0,8,168,0,19,1338,0,0,0,9,1,0,1,0,0,931,0,0,0,247,0,0,0,0,2661,104863,9,0,0,1122,0,145,80,0,45,3,0
Honduras,HND,0,0,0,0,0,0,0,8,0,0,8,15,4,0,8,0,0,0,0,19,1576,0,11,0,4,0,0,205,0,0,0,0,0,4,3490,0,351,0,0,184,0,118,0,0,0,0,962,0,1,21,0,0,14,0,1,292,5,0,13598,0,0,0,0,0,0,0,13,54,0,0,0,0,0,30,0,0,5,1,0,4,0,5385,0,0,7,5,0,0,11,0,0,1,0,0,7,19,194,6,0,0,36,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,2,0,0,0,0,5,0,0,0,1540,0,0,2,0,0,0,0,1,0,0,0,0,24,0,13,8539,0,3,0,0,0,19,0,0,0,447,0,4,6,4,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,12,187,0,5,1,0,22,192,0,0,0,5,7,0,0,0,0,53,0,0,0,0,0,0,0,0,572,42722,6,0,0,310,0,17,0,0,0,1,0
Hong Kong,HKG,0,0,0,4,0,1,0,0,51,0,5,15156,2,0,18,0,94,0,0,0,4,0,20,0,1,4,0,5,524,0,0,0,7,0,62949,0,4,0,0,0,529,23,0,34,0,1,86,2,0,23,0,0,461,0,0,79,1,141,9,0,0,0,0,0,0,67,32,887,0,4,0,0,0,5,9,244,0,3,0,7,7,33,0,0,0,0,20,0,30,6,11,5,0,0,104,3,1,0,0,0,1,0,141,9,0,0,0,0,0,1,0,22,0,0,34,12304,7,1,1,929,0,0,0,0,4,0,67,0,39,4,0,47,0,0,0,3,3,3,40,110,3443,9,7,1346,19,2,16,0,0,1,318,0,170,0,5,110,2,6,14,0,64,5,0,0,0,3,1,0,2,0,0,0,0,0,39,1,5,920,0,0,3,0,58,0,0,0,0,0,1435,1,0,0,0,0,29,0,2,0,19,7,2,0,0,0,0,0,0,0,60318,87572,2,0,21,44,9,0,0,0,6,65,33
Hungary,HUN,0,480,8,3,8,9,0,0,5373,0,0,26988,6372,0,10,1,7,0,0,1230,0,3,24,0,48,445,2,7635,0,79,6,0,0,0,62715,6,0,0,0,625,0,198,0,29,0,0,37,36,4407,1,23,159,1243,0,0,29,66,138,2,0,0,0,0,0,0,9,91,13888,8,13,0,0,0,80675,13,1,129,2,0,2,0,15,18,0,2,0,3,0,0,6,42,3,0,29,239,1737,0,6,12,0,0,0,0,6,0,0,0,0,95,0,0,124,15,0,53,0,779,0,8,11,0,1,109,0,0,0,0,0,47,22,0,74,0,0,0,6,1,9,0,5,1926,0,7,1239,16,22,116,0,0,1,1313,0,36,0,18,36,17,210,10,3204,67,0,1406,14947,0,0,0,0,2,0,0,6,8,0,4281,0,7,7,63,1272,0,0,2209,282,0,0,0,0,12887,7636,4,0,0,0,23,0,26,0,8,1,3,815,0,0,0,0,0,9,14584,156495,1185,0,3,627,0,0,0,0,145,67,89
Iceland,ISL,0,0,0,0,2,1,0,0,11,0,0,11,99,0,4,0,0,0,0,59,0,0,0,0,0,1,2,0,0,0,0,0,0,1,822,0,0,0,0,0,0,2,0,14,0,0,2,2,0,0,0,0,3114,0,0,9,0,8,0,0,0,0,0,763,0,0,25,0,0,0,0,0,0,64,0,0,28,0,0,0,0,0,0,0,0,0,0,0,15,0,1,2,0,0,5,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,19,0,0,59,0,1,6,0,0,0,1724,0,1,0,0,0,0,0,4,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,384,22,0,1,0,0,3536,141,0,0,0,2,10,0,1,0,0,0,0,0,0,0,0,7,0,0,384,7036,0,0,0,1,0,0,0,0,0,15,0
