Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Central African Republic,CAF,0,0,0,0,0,0,0,0,0,6,0,6,2,0,0,0,0,0,0,54,16,0,0,0,0,0,0,6,0,0,4,39,0,850,180,0,0,0,9142,3,0,6,1,1979,1739,0,4,1,0,0,7,3,1,100,0,7,0,52,0,5,3,0,1060,0,0,0,2,329,0,0,1084,106,0,737,251,0,27,0,0,3,0,1,0,0,0,0,0,4,5,0,44,0,0,0,1,64,0,4,0,0,219,0,0,0,0,0,0,2,0,0,0,2,0,0,9,0,8,9,3,1,0,288,0,0,2,0,0,30,1,0,0,3,0,0,0,4,0,0,0,0,35,0,0,0,2,0,21,0,0,0,0,0,3,0,6,0,0,0,0,1,0,0,0,0,76,96,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,6,52,51,0,2847,0,0,11,43,0,0,0,25,0,0,0,0,0,0,1,6,0,0,0,83,51,0,847,1213,0,0,0,0,0,0,0,0,0,0,10
Chad,TCD,2,0,1,0,0,0,0,0,0,0,0,35,7,0,0,57,3,0,0,33,0,1016,0,0,1,0,0,13,0,0,10,168,0,65397,627,2,0,9103,0,17,3,5,19,7274,530,0,0,1738,0,0,0,8,2,434,0,4,0,315,0,19,13,0,3912,0,0,0,3,225,0,0,2160,392,0,446,578,0,12,0,0,1,0,0,84,0,0,0,0,11,19,0,140,154,10,0,3,124,0,36,26,0,947,0,0,0,431,1,0,0,281,0,0,14,0,0,5,0,6,31,0,4,0,1,0,0,0,57,0,130,1,0,0,2,0,0,1,7,1,0,0,2,99,0,0,6,0,1227,18127,0,0,0,7,138,9,0,1,0,0,2,8,0,0,0,419,0,0,353,0,0,0,0,2,8310,5,0,1,0,0,3,24,0,0,25,0,42,0,12323,0,0,28,72,111,0,0,107,135,0,28,0,0,0,0,5,0,0,0,358,0,1355,579,937,0,0,0,0,4,0,0,0,0,0,2
Chile,CHL,0,0,0,1,13,0,1,4,219104,0,79,23390,330,0,11,3,0,10,0,1210,9,9,17,0,4276,7,6,17155,0,21,0,0,3,4,24690,0,9,0,4,0,0,1774,0,9,0,3,1307,3,93,191,22,29,1281,0,0,2306,5024,21,173,0,0,0,0,2,92,1,222,10892,105,90,2,0,0,6672,0,3,240,0,4,4,9,188,7,0,61,6,225,3,65,53,0,3,0,0,151,5181,19,0,9,0,0,3,0,0,8,10,0,4,49,1,0,0,10,1,126,0,98,2,0,59,0,0,0,0,5,30,1,0,3913,0,0,31,0,0,0,36,0,7,1,0,2748,88,27,749,133,8,519,0,0,2,5559,4,0,2,1080,9,2383,4033,105,25,0,188,73,0,1,0,0,0,21,799,0,2,8,0,125,0,0,33,5,20,5,0,283,14592,0,19,44,2,26547,4050,0,0,0,8,98,0,65,0,3,14,0,46,0,2,0,0,0,16,6147,85597,1653,0,5,15749,3,5,0,0,4,0,0
China,CHN,23,22,0,166,31,31,9,7,4039,24,624,162810,7331,0,80,254,111,65,0,3996,887,37,107,616,542,14,841,10287,2276,1196,11,2,5089,0,336302,0,62,17,78,1566,0,1643,5,7155,46,16,0,14,13,320,728,1241,3807,14,22,2240,1091,471,195,21,4,125,401,9,1,230,1993,21460,2270,323,72,262,0,86998,590,2,534,7,27,115,2715,381,83,1,563,38,434,2164744,11379,177,26,81323,11,0,5330,75109,125,335495,9143,0,30,19,20739,48165,651,12003,3991,319,330,39,27,120,10,138,1034,203877,206,3767,19,75458,0,0,160,40,112,170,19986,4,1837,397,0,62,2442,0,1,1982,45384,170,818,1251,26108,95,82,38332,51,51,925,1,3,15754,3695,8,961,1040,9433,140,883,3286,125278,701,1973,1247,493,2142,1493,904,0,0,73,0,1,154,44,0,39,49,2,348383,138,14,344,7,5163,23279,394,290,3086,42,8060,6600,68,17735,0,180,224153,245,268,0,50,91,13,1475,0,10,14,82,724,195,94896,1016412,22,0,11,9992,8940,139,2,5,215,232,142
Colombia,COL,0,0,0,0,23,0,11,31,4264,382,7047,4321,573,0,33,3,0,79,0,907,20,1,73,0,1275,11,7,4158,0,14,0,0,7,9,17918,0,75,0,10,3907,130,0,0,14,0,0,5903,0,32,172,56,74,2078,0,2,5727,50510,67,435,0,0,0,0,5,0,0,421,17931,231,9,3,0,0,11667,1,5,211,3,33,34,1,719,0,0,133,46,636,9,139,62,0,6,0,0,131,15042,151,1929,25,0,1,0,12,0,7,0,0,4,51,2,0,0,18,13,166,0,161,3,0,144,0,0,2,0,43,0,1,0,6217,0,0,52,0,0,0,43,2,9,0,0,9686,2595,3,210,274,1,68,0,0,0,3298,4,0,0,21845,0,323,2040,64,61,313,1507,76,0,5106,0,0,0,2,0,0,2,20,0,204,0,0,82,10,14,0,0,251,140748,0,47,7,1,7236,3185,0,7,0,19,211,0,9,0,0,110,2,48,0,12,0,0,3449,14,9927,533019,347,0,0,617744,5,42,5,0,4,0,0
Comoros,COM,0,0,0,0,1,0,0,0,0,7,0,15,2,0,0,0,1,0,0,84,0,5,0,0,0,1,0,6,0,0,0,47,0,128,53,0,0,12,27,0,1,1,0,2250,4,0,0,45,0,0,0,2,14,122,0,0,0,443,0,6,235,0,1210,0,0,0,2,463,55,0,13,121,0,1154,13,0,0,0,0,6,0,0,1,0,0,0,0,5,6,0,54,48,0,0,1,11,0,11,13,0,265,0,0,0,1,0,0,0,0,0,0,13,0,0,1,0,14,7378,30,1,0,0,0,0,5,4,0,29800,4,0,0,5,0,0,1,2,0,0,0,0,19,0,0,0,0,5,139,0,0,0,3,0,3,0,3,0,0,3,2,1,0,0,0,0,99,108,0,0,0,0,0,2,0,0,3,0,0,1,0,0,0,450,84,4,0,3442,0,0,9,6,0,0,0,527,42,0,0,0,0,0,0,2,0,0,0,100,67,4,4902,501,0,0,0,0,1,0,0,0,0,0,52
Congo,COD,8,0,0,0,13,2876,0,0,0,93,0,267,192,0,0,0,16,0,0,11774,0,5,4,0,6,5,1156,78,0,16,0,13072,1,15382,9911,0,0,4724,417,13,21,11,24,0,13781,0,2,9,1,0,311,33,167,1883,0,7,0,102,0,35,1335,0,6179,0,0,0,313,2535,4,2,4208,626,0,11877,16,0,107,0,0,1,0,0,0,0,0,0,0,59,23,2,730,11,0,0,88,2038,0,232,7,0,4108,0,2,0,0,0,0,2,0,138,0,3,0,0,568,0,64,58,2655,18,0,0,0,0,2,37,15,566,11,0,0,22,0,0,0,1572,3,89,0,9,5283,0,1,59,20,6,144,0,0,0,0,0,46,0,5,0,0,84,22,37,1660,0,1,0,1242,288278,0,0,0,0,4,0,0,0,13,24,0,11,6,8,0,2561,3827,621,0,53612,0,101,988,4356,0,1,0,24039,381,0,0,0,0,0,2,20,0,0,0,86624,839,2,6532,12960,2,0,0,8,5,0,0,0,0,16601,170
Democratic Republic of the Congo,COG,1,0,0,0,3,793,0,0,0,0,0,133,407,0,0,0,2,0,0,216,0,72,0,0,0,2,14,26,0,46,58,34,0,714,292,0,0,326,810,12,1,11,1,2890,0,0,6,570,1,1,4,66,109,87,0,0,9,27,0,7,3,0,1549,0,0,0,14,1286,1,0,7284,155,0,2956,3493,0,222,0,0,8,0,0,27,0,0,0,0,9,43,0,108,0,0,0,990,3298,0,7,6,0,191,0,0,0,0,1,0,3,2,76,0,2,0,0,0,0,32,12,1292,3,0,4093,0,0,5,0,8,26,18,0,0,11,0,0,0,860,0,49,0,1,988,0,0,53,7,411,2094,0,0,0,307,0,7,0,0,0,0,0,0,52,1543,0,3,0,0,140,0,0,0,0,6,0,28,0,7,15,1,2,3,9,0,5,7316,880,0,2481,0,49,158,627,0,0,0,22,0,0,2,0,0,0,2,0,0,0,0,72,0,0,3314,1611,0,0,0,3,0,0,0,0,1,106,4819
Cook Islands,COK,0,0,0,88,0,0,0,0,0,0,0,4682,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,325,0,1,0,24,0,0,0,0,0,0,3,0,0,0,50,0,0,0,0,0,0,19,0,0,88,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,9,0,27,15244,0,0,0,5,0,2,0,0,5,30,0,18,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,9,0,2,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,74,0,0,0,0,0,1,0,0,0,0,226,0,0,62,0,0,0,0,0,8,0,0
Costa Rica,CRI,0,0,0,0,0,0,0,4,358,27,0,293,62,0,12,2,0,6,0,12,70,0,0,0,133,0,0,238,0,0,0,0,0,4,2531,0,6,0,0,455,8,844,0,0,0,0,0,0,1,6,3,12,94,0,0,1893,318,1,660,0,0,0,0,0,1,0,25,766,1,0,0,0,0,142,0,0,12,0,3,3,0,723,0,0,0,4,626,0,18,6,3,22,0,0,12,511,12,122,0,0,0,0,0,0,3,0,0,3,3,0,6,0,0,5,6,0,7,0,0,10,0,0,0,0,5,0,0,0,2181,0,0,2,0,0,0,0,7,0,0,0,445,14,0,42,5469,0,1,0,0,0,181,2,0,0,4735,0,46,185,73,21,0,121,5,0,356,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,1161,0,6,0,0,205,214,0,0,0,5,775,0,0,0,0,9,0,55,0,0,0,0,240,6,0,76623,39,0,0,1179,9,22,0,0,0,0,0
Cote d'Ivoire,CIV,8,0,0,0,7,0,0,0,0,84,0,74,84,0,0,0,15,0,0,575,0,256,1,0,2,3,37,25,0,5,418038,2,1,8,1812,6,0,32,1,9,8,3,0,69,0,0,2,0,0,0,0,14,318,6,0,4,0,213,0,0,0,0,37,2,0,0,47,1489,1,0,1617,14,0,6356,4952,0,69,0,0,1,0,0,1525,27,0,0,0,54,5,0,714,0,0,0,89,12381,0,49,0,0,14,0,0,0,0,0,0,2,0,1,2386,5,0,0,40,0,37,0,28,18,0,74193,0,0,0,208,0,2,19,0,0,13,0,0,0,17,0,0,0,9,427,0,0,9,0,1555,2945,0,0,0,125,0,45,0,2,0,0,29,0,9,0,0,0,0,1116,3,0,0,0,0,0,0,1977,0,8,0,350,11,11,0,0,0,483,527,0,182,0,1,312,940,0,0,0,2,0,0,106,0,0,0,4,0,0,0,0,5,754,0,3853,5034,0,0,0,5,0,0,0,0,0,0,105
Croatia,HRV,0,13,5,3,82,17,0,0,2260,0,0,51426,85547,0,0,0,3,0,0,1688,5,9,10,0,65,14,0,1308,0,78,2,0,5,11,38533,10,0,0,1,373,2,53,0,1,0,7,29,13,0,0,39,1709,917,0,0,0,41,129,0,0,0,23,0,60,1,4,836,8029,25,15,0,0,0,224721,29,0,214,0,0,0,25,6,9,0,3,0,6,18,1280,11,74,0,0,0,546,29209,0,5,25,0,0,9,0,0,2,72,0,4,8,0,0,3,116,9,288,0,4489,0,8,29,0,0,3,7,0,0,8,0,57,1,0,23,0,0,0,45,0,49,3,6,154,0,20,2274,5,6,49,0,1,6,1455,0,9,4,48,0,9,162,0,1045,29,0,12,1592,28,0,0,0,3,86,0,4,6,0,88,0,0,9,271,48609,0,0,1684,835,0,8,0,3,5171,45025,2,0,0,8,7,0,31,0,8,0,6,224,0,0,0,7,14,6,27,58970,43,0,2,351,0,0,0,2,2,10,87
Cuba,CUB,0,0,0,0,8,0,107,12,2495,0,88,405,365,0,60,5,0,80,0,320,137,7,8,0,475,14,78,1342,0,313,1,0,6,5,5257,0,197,3,0,2981,5,1462,0,158,27,0,4324,3,22,0,18,504,207,0,23,8321,1023,10,97,0,0,0,9,2,1,1,156,11952,28,1,21,6,0,3725,5,0,117,7,86,118,0,413,37,6,4,5379,445,7,320,14,34,5,0,0,132,11697,450,62,10,0,0,0,0,0,6,35,0,66,3,6,75,19,5,20,29,0,106,5,0,0,0,0,5,0,85,4,5,0,6847,0,0,34,0,0,0,193,2,30,0,0,746,2049,0,24,823,6,404,0,0,0,213,4,1,0,1707,0,250,353,127,197,566,3967,4,0,4,39,0,0,0,0,14,2,0,0,63,89,0,7,65,17,0,0,648,40965,0,9,1,1,1472,1088,0,0,0,10,180,0,52,0,0,290,1,43,0,32,0,0,2,13,18288,894560,337,0,0,9932,4,650,16,0,2,4,1
Cyprus,CYP,0,0,6,2,8,33,0,0,0,0,0,19299,100,0,3,7,2,0,0,79,0,0,2,0,2,50,30,0,3,386,2,0,320,6,4275,0,0,0,0,12,1,4,0,4,0,3,2,1,0,0,0,54,143,0,0,7,2,104,0,0,0,0,0,0,0,2,81,29024,0,7,0,0,0,11750,24,2,16742,0,0,0,12,0,0,0,0,0,0,15,60,3,60,0,11,0,198,196,0,2,130,0,1,4,0,0,53,3,0,2,325,0,0,3,0,3,12,0,270,0,15,1264,0,0,0,6,0,0,9,0,14,0,0,84,0,0,0,52,0,59,1,5,266,0,9,302,0,0,5,0,0,3,107,19,7,2,19,0,0,7,0,47,0,3,486,0,0,0,0,0,1,0,0,163,5,0,321,0,0,389,12,0,0,0,2075,117,0,18,0,5,448,103,72,0,0,3,0,0,3,0,4,0,7,10384,0,0,0,2,0,254,79291,12121,8,0,0,13,19,0,0,1,64,20,130
Czech Republic,CZE,5,1,14,0,14,13,0,7,1493,64,0,6908,10316,0,5,838,17,1,0,760,3,1,27,0,51,786,3,1030,0,874,12,0,27,62,23930,2,0,0,8,144,10,65,1,4,0,2,76,2,1072,198,307,0,796,1,0,15,116,260,0,0,0,23,0,5,0,1,301,220766,19,4,0,0,0,402366,170,14,651,1,0,8,7,4,1,4,2,0,5,106,503,64,426,2,5,0,1348,5693,2,13,24,0,3,2,0,0,102,55,0,150,70,0,0,599,9,64,259,2,2796,0,6,170,0,0,0,0,3,0,2,0,227,0,0,636,0,0,1,11,0,12,0,32,5263,4,6,668,11,0,8,0,0,2,791,4,51,1,28,1,35,89,40,6765,0,20,104,622,3960,0,0,0,0,0,0,68,34,0,6549,10,5,53,74910,46,0,1,843,1526,0,44,0,2,4430,3833,30,0,0,48,68,0,5,0,2,1,17,1028,0,0,0,41,1921,48,1123,73623,16,0,0,322,4,1,0,0,99,8,85
Denmark,DNK,3,0,5,0,35,13,0,32,358,0,0,8944,1148,0,9,2,8,1,0,3403,8,10,13,26,67,216,11,451,0,30,5,1,5,108,17882,4,1,0,13,227,14,74,2,64,0,2,48,20,35,1,77,132,0,7,0,85,63,286,0,0,6,52,4,0,3,1,787,26958,3,4,1,2,0,21446,16,10,822,6808,0,9,6,6,5,0,0,0,13,44,116,2306,189,44,3,0,789,2618,3,151,50,0,15,2,1,1,117,2,3,88,100,0,5,3,34,88,1505,1,564,4,6,32,0,0,2,0,3,2,8,2,244,0,0,78,0,0,0,46,14,52,0,15,3115,4,5,1452,51,32,293,0,0,1,22173,5,23,1,41,0,21,53,838,749,371,28,149,57,0,3,1,0,0,0,0,45,3,0,2705,20,0,10,14,0,1,11,1068,4639,32,209,0,2,37783,3381,20,2,0,662,692,0,167,0,2,2,6,3355,0,0,0,40,0,68,1680,33156,48,0,0,124,19,76,1,0,9,8,160
Djibouti,DJI,0,0,0,0,0,0,0,0,0,0,0,61,2,0,0,0,0,0,0,22,0,0,0,0,0,0,0,5,0,0,0,0,0,2,486,0,0,0,0,0,0,1,0,16,0,0,0,2,0,0,2,5,16,0,0,0,0,250,0,0,0,0,1513,0,0,0,2,87,55,0,0,0,0,296,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,0,2,22,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,9,0,0,7,0,0,0,11,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,31,0,0,56,11,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,919,417,0,0,0,0,0,0,0,0,0,0,0
Dominica,DMA,0,0,0,0,0,0,161,2675,0,9,132,6,9,0,44,0,0,540,0,6,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2745,0,145,0,0,28,3,40,0,0,0,0,4,0,0,142,0,1,9,0,0,30,4,0,0,0,0,0,0,0,0,0,1,115,207,0,0,0,0,70,0,0,248,0,78,6275,0,0,0,0,0,89,0,0,6,0,0,0,0,0,3,45,308,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,246,0,0,0,127,0,0,0,0,36,0,1,0,0,0,0,73,150,0,6,0,0,19,0,0,0,10,0,0,0,7,0,0,6,0,0,0,2919,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,45,182,0,0,0,0,0,0,2,0,0,213,0,7,0,23,0,0,86,0,174,17967,2,0,0,8,0,4919,656,0,0,0,0
Dominican Republic,DOM,0,0,0,0,7,0,231,1005,1524,171,3630,47,1144,0,59,0,0,174,0,648,14,0,4,0,12,8,0,102,0,0,0,0,3,27,5150,0,415,0,3,272,8,318,2,7,0,0,825,0,0,130,5,6,76,0,33,0,134,0,30,0,0,0,0,0,1,0,47,7123,67,0,2,0,0,3277,3,0,130,3,181,227,0,68,1,3,4,12882,100,4,6,5,17,16,0,0,5,17851,942,110,0,0,2,0,0,0,1,0,0,0,0,0,38,0,5,1,178,0,63,0,0,0,0,0,0,0,314,0,0,0,882,0,0,21,0,3,0,0,5,0,0,0,6172,8826,0,9,60,0,11,0,0,0,241,0,0,0,5962,0,15,89,701,3,0,8365,1,0,2279,1,0,0,0,0,0,0,0,0,38,3,0,4,4,0,0,0,0,35587,0,36,5,0,242,4688,0,0,0,32,581,0,1,0,0,612,0,12,0,390,0,0,1540,3,10827,706894,35,0,0,14307,15,3201,739,0,0,0,0
Ecuador,ECU,0,0,0,0,28,0,0,2,2035,108,35,1324,242,0,12,0,0,4,0,1212,2,1,40,0,663,11,3,1188,0,5,0,0,2,3,11121,0,4,0,3,8846,0,11366,0,16,0,0,956,0,11,3,4,39,389,0,0,1159,0,0,92,0,0,0,0,0,0,0,75,17761,15,3,3,0,0,14116,0,5,29,2,2,2,0,103,1,0,9,3,334,2,57,13,0,0,0,0,54,21819,8,0,4,0,0,0,0,0,0,0,0,0,49,0,0,0,21,0,25,0,159,3,0,41,0,0,0,0,2,0,0,0,1247,0,0,51,0,0,0,18,0,4,0,0,1043,39,1,53,90,1,75,0,0,0,384,0,0,0,1930,0,93,1557,0,32,352,83,73,0,1450,0,0,0,0,0,0,0,6,0,202,0,0,23,2,5,0,0,0,176212,0,13,9,3,940,1157,0,0,0,5,3,0,9,0,0,6,0,0,0,0,0,0,979,0,9796,302705,225,0,0,29027,0,2,0,0,4,0,0
Egypt,EGY,9,3,169,3,13,9,0,27,266,0,0,34132,6661,0,10,8934,17,1,0,724,2,390,37,0,26,9,43,3387,0,153,0,5,1,84,35874,0,1,10,2,79,78,116,0,1026,2,6,8,632,9,39,2365,158,1247,14,1,7,36,0,8,3,0,0,552,0,0,3,388,5060,459,461,35,55,0,14208,42,0,7156,0,0,88,20,20,159,0,2,0,1,61,973,15,792,3335,1453,2510,620,43477,2,1091,102174,0,31,7,7,0,114162,21,10,8,37538,6,0,318394,0,3,107,0,126,198,566,20,0,0,19,0,116,240,0,4,131,0,0,43,0,0,185,71,66,4,2,9,9381,0,256,1167,3,431,6336,1,0,4,393,38528,50,3,50,9,25,61,731,224,0,23,56093,3,3,50,0,3,1,0,0,980205,0,0,26,7,0,17,27,56,5,0,1951,1631,2,1880,0,17,2062,1710,4723,5,0,3,7367,0,11,0,6,2,5,779,0,0,0,9,1,133986,26975,118619,75,0,9,292,135,6,0,2,2487,214,2090
El Salvador,SLV,0,0,0,0,1,0,0,2,0,0,0,9589,23,0,6,0,0,3,0,46,6038,0,4,0,101,2,3,480,0,2,0,0,3,0,38167,0,3,0,0,227,10,308,0,0,0,0,8722,0,0,3,6,13,54,0,0,446,178,165,0,0,0,0,0,0,0,29,21,1551,0,26,0,0,0,536,2,0,12,4,1,1,3,11854,0,3,0,2,6644,4,26,0,19,4,0,0,21,5319,7,141,3,0,0,0,0,0,0,19,0,2,0,0,41,71,0,0,2,0,14,0,0,68,0,0,0,0,2,0,0,0,5485,0,0,4,0,0,0,0,1,0,0,0,276,8,8,48,2471,0,4,0,0,0,110,0,0,0,2068,5,46,77,97,2,0,65,0,0,2,0,1,0,6,0,0,0,0,0,8,0,0,38,0,0,2,0,0,2223,0,0,0,0,2306,164,0,0,0,0,127,0,0,0,0,5,4,5,0,0,0,0,1,1,1,827583,17,0,1,909,4,12,0,0,0,0,0
Equatorial Guinea,GNQ,0,0,0,0,1,0,0,0,0,0,0,6,2,0,0,0,0,0,0,61,0,245,0,0,0,0,0,9,0,0,0,35,0,733,15,0,0,32,20,2,0,3,1,1268,79,0,0,419,0,0,0,3,1,90,0,0,0,10,0,0,3,0,680,0,0,0,0,360,0,0,38709,68,0,836,0,0,1,0,0,2,0,0,20,0,0,0,0,3,4,0,41,0,0,0,0,60,0,7,0,0,197,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,5,3,1,0,0,0,0,2,0,0,27,1,0,0,3,0,0,0,5,0,0,0,0,28,0,0,0,0,296,3153,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,61,0,0,0,0,124,0,0,0,2,0,0,0,0,0,0,5,0,10778,0,2570,0,0,11,9,0,0,0,22,0,0,7,0,0,0,0,12,0,0,0,75,0,0,926,780,0,0,0,7,0,0,0,0,0,0,12
Eritrea,ERI,0,0,1,0,2,0,0,0,0,0,0,1584,15,0,0,206,0,0,0,123,0,27,4,0,1,0,0,24,0,0,0,4,0,10,4698,0,0,2,2,2,11,7,0,15315,30,0,0,222,0,0,3,4,92,3259,0,0,0,371,0,39,0,0,255018,0,0,0,11,199,1,7,68,820,0,1678,9,0,85,0,0,0,0,0,6,0,0,0,0,3,4,0,43,311,34,0,12,7441,0,156,74,0,20,0,0,0,406,4,0,0,1016,0,0,19,0,0,0,0,6,25,27,1,0,0,0,0,0,23,0,3,3,0,0,2,0,0,2,6,2,0,0,0,437,0,4,71,0,30,783,0,0,0,930,503,3,0,0,2,0,0,16,2,0,0,1519,0,0,735,0,0,0,0,5,30072,0,0,1,0,0,0,0,0,0,2,226,11,0,256,0,0,3020,1378,403,0,0,2,273,0,0,0,0,0,0,0,0,0,0,7,0,4929,2108,17438,0,0,0,25,8,0,0,0,1,0,51
Estonia,EST,0,4,0,0,3,1,0,0,16,688,0,2364,77,159,0,0,0,0,2268,218,0,0,5,0,5,25,0,2,0,37,0,0,0,0,6524,0,0,0,0,44,2,18,0,0,0,1,2,0,74,0,14,62,597,0,0,0,4,14,0,0,0,0,0,8,0,0,31597,14705,0,2,0,0,404,42892,0,0,52,0,0,0,4,0,0,0,0,0,0,19,723,35,3,0,0,0,640,393,0,0,7,1914,0,1,0,0,3,167,0,4015,40,0,0,0,2,1113,28,0,137,0,0,1,0,0,0,0,0,0,0,0,7,0,497,42,0,0,0,0,0,0,0,0,179,0,3,101,0,0,2,0,0,0,334,1,0,0,6,1,0,2,0,363,65,0,60,58,67402,0,0,0,0,7,0,11,0,0,163,0,0,0,9,15,0,0,86,166,0,0,0,0,13485,127,5,0,425,0,0,0,1,0,1,0,0,113,276,0,0,0,20763,17,51,11706,3,1264,0,45,0,0,0,0,5,0,4
Ethiopia,ETH,3,0,1,0,5,1,0,50,0,0,0,3518,299,0,1,37,6,0,0,290,0,4,15,0,3,2,2,42,0,98,1,49,0,135,14075,0,0,0,28,5,3,9,2,0,0,0,1,33,0,22,38,80,1087,25437,1,0,2,583,0,0,160,0,0,12,0,0,660,1114,2,17,0,0,0,3971,62,0,1118,0,0,50,0,3,0,0,0,0,1,21,85,31,259,0,23,0,103,5587,1,23,75,0,20332,0,0,0,39,18,0,1,2329,3,0,24,0,0,22,0,35,2,150,6,0,0,2,0,66,0,0,38,20,0,0,12,0,0,1,29,0,2,0,3,7455,0,9,643,34,4,115,0,0,0,2237,227,16,0,5,4,0,1,0,51,0,13,3481,0,2,0,0,1,0,0,0,21174,0,0,7,0,0,4,13,4,0,306,1244,269,0,3593,0,3,11776,2231,142,0,0,31,0,0,0,0,0,0,16,63,0,0,0,105,1,1496,11796,71578,8,0,0,29,0,3,0,0,984,2,283
Falkland Islands (Malvinas),FRO,0,0,0,0,0,2,0,0,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9914,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2665,0,0,0,0,0,0,2,0,2,182,0,0,0,0,0,0,0,0,0,0,0,309,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,4,2,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,921,0,0,0,10,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,29,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
