Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Faroe Islands,FLK,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,0,0,0,2,3,0,993,0,0,0,0,15,0,0,0,0,0,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,11,0,0,154,0,0,0,0,0,0,0,43695,7,0,0,0,17,0,0,2,2,0,53,0,1,0,0,2,0,0,0,0,2,0,22154,0,0,0,0,9,12,1,0,8,0,6,1,0,0,3,3,7,20,0,0,0,0,1,0,0,0,0,0,0,0,0,7,22,0,53,0,0,0,34,0,0,6,0,0,0,110,0,0,0,0,0,1,70,0,0,1026,1,0,0,20,17,0,92,0,0,0,108,1,0,0,4,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,0,0,0,0,0,2,0,0,363,10,66,0,59,25402,0,0,0,19,0,4,25,0,50,65,1,126,0,1,47,2,0,2,0,0,0,3,0,2,166,0,0,0,0,0,0,0,0,32,0,2,313,0,21,14,0,2,0,0,36,27,0,0,0,4,43,0,0,21,203,0,0,2,0,0,24,0,0,0,3,31505,0,0,68,0,1,0,0,2,0,0,2
Finland,FIN,0,2,4,0,74,4,0,0,0,0,0,8184,1434,0,7,0,0,0,0,2933,4,8,10,3,39,134,2,165,0,32,4,0,9,29,13990,9,0,0,4,131,16,38,0,5,0,2,17,12,30,0,225,335,3566,3,0,55,44,146,0,0,2,1381,0,28,0,0,0,79086,1,3,0,0,0,16932,58,28,701,0,0,2,6,2,8,1,0,0,12,36,347,119,19,12,1,0,791,2217,0,155,11,0,7,2,1,0,5,17,0,130,49,0,0,2,1,65,695,0,735,0,2,58,0,0,6,0,0,0,2,0,129,0,0,228,24,0,0,11,4,12,0,1,2302,0,4,376,22,5,47,0,0,1,6776,2,2,0,14,0,1,52,420,208,371,5,73,103,2,0,0,0,0,0,0,21,11,0,858,0,2,18,11,1,0,4,274,4340,0,101,0,0,193364,2634,9,2,0,227,441,0,29,0,2,0,5,1667,0,0,0,11,1,33,1318,23608,11,0,0,62,11,0,0,0,4,3,17
France,FRA,31,5,28772,3,4346,411,102,42,7332,0,200,17107,5748,0,56,12,66,751,0,113542,8,1071,37,21,427,2748,52,8371,0,354,1193,22,922,8092,78675,346,710,685,1004,3097,502,1672,573,51717,1404,7,656,8511,667,160,418,3650,4099,147,45,3077,916,5426,161,154,64,89,2902,16,4,4,1086,0,20779,21581,7510,1888,0,112171,4715,36,5066,2,309,47533,23,160,1038,38,11,713,104,849,1239,257,2650,65,22,0,7870,46629,1436,4854,390,0,320,8,45,1154,443,23,4,120,1233,108,120,18545,65,196,18733,25,2685,13633,188,2588,1,2491,63,1,37431,1484,2479,4191,5777,1,0,7135,15,0,24973,229,21,251,3,129,18274,202,24944,1604,128,2336,21021,0,1,5,2996,411,192,4,332,112,410,967,426,36937,93565,14326,1843,1028,3,2581,2,1136,13,1066,47,306,19807,0,40418,262,149,795,1381,1109,4,123,3197,126435,484,4936,2279,63,5541,65553,135,32,0,1651,2125,0,5764,0,7,1048,3648,15948,0,114,0,1459,1,474,116631,198061,900,0,120,3662,70,137,12,592,144,312,172
French Guiana,GUF,0,0,0,0,0,0,5,14,0,2,48,6,0,0,0,0,0,38,0,0,0,0,0,0,2,0,0,624,0,0,0,0,0,32,0,0,36,0,32,2,0,7,3,0,0,0,9,0,0,4,0,0,0,2,12,6,0,4,0,0,0,0,0,0,0,0,0,690,0,28,0,0,0,0,0,0,0,0,15,759,0,12,0,0,0,22,1,0,0,0,0,0,0,0,0,0,72,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3209,0,0,14,10,0,0,0,0,0,0,0,0,0,0,0,411,52,177,0,0,0,0,0,0,0,0,0,0,0,2,0,1,20,0,0,0,718,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,157,0,0,0,0,0,0,0,68,0,0,0,0,0,52,0,0,0,6,0,0,16,0,20,1,8,0,0,25,0,3,0,6,0,0,0
French Polynesia,PYF,0,0,0,13,0,0,0,0,0,0,0,345,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45,0,477,297,0,0,0,0,2,0,0,11,0,0,1,7,0,0,0,0,0,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,44,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,10,0,3514,463,0,0,0,1,0,0,0,0,1,4,0,3,0,1,0,2,0,3,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,0,0,67,7709,0,0,9,1,0,0,0,28,0,0,0
Gabon,GAB,0,0,0,0,1,0,0,0,0,4,0,21,10,0,0,0,0,0,0,90,0,6,0,0,0,0,0,6,0,0,67,5,0,121,432,0,0,42,331,5,2,0,0,137,159,0,1,10,0,0,0,1,0,14,0,0,0,5,0,147,0,0,73,0,0,0,1,392,0,0,0,7,0,1228,4040,0,11,0,0,2,0,0,0,0,0,0,0,3,1,0,28,0,0,0,5,137,0,25,4,0,31,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,10,0,7,0,0,4543,0,0,1,92,0,4,2,0,0,3,0,0,0,6,0,0,0,0,65,0,0,0,0,7,165,0,0,0,6,0,2,0,0,0,0,2,0,1,0,0,0,0,54,7,0,0,0,0,178,0,32,0,2,0,1,0,0,0,0,0,133,98,0,402,0,0,4,82,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,12,37,0,1009,429,0,0,0,2,0,0,0,0,0,0,24
Gambia,GMB,0,0,0,0,2,0,0,0,0,0,0,53,221,0,0,0,0,0,0,146,0,60,0,0,0,0,1,7,0,0,100,0,0,0,228,1,0,2,0,2,1,1,0,219,0,0,0,830,0,0,0,9,499,0,0,0,11,37,0,0,0,0,117,0,0,0,191,371,0,0,183,0,0,2002,10,0,34,0,0,1,0,0,499,513,0,0,0,3,4,5,29,0,0,0,31,643,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,605,0,0,1,2,0,0,7,0,0,3,0,0,0,0,0,0,0,0,288,0,0,6,0,43,4312,0,0,0,807,0,2,0,1,0,0,2,0,3,0,0,0,0,0,11,0,0,0,0,0,0,7374,0,2,0,2386,0,0,0,0,0,0,5083,0,4,0,0,2473,187,0,0,0,0,0,0,25,0,0,0,0,14,0,0,0,0,0,0,961,3816,0,0,0,1,0,0,0,0,0,0,2
Georgia,GEO,0,3,0,0,5,0,0,0,2,66796,0,307,332,16291,0,141,0,0,9882,254,10,0,2,0,0,10,0,32,0,379,0,2,2,0,795,0,0,0,73,2,508,4,4,154,11,0,9,0,45,0,6945,361,110,13,0,15,0,50,0,0,2,1586,9,1,0,2,47,15420,0,0,0,6,0,75104,12,1,21977,0,0,0,2,0,0,0,0,0,0,5810,325,27,0,12,6,6,150,318,0,7,3,35075,29,0,45,0,362,3436,0,1992,2269,1,0,11,2,900,12,42,148,2,0,0,0,0,20,0,0,0,14,4,95,0,6463,44,0,0,0,18,4,1,0,0,113,0,0,62,0,1,22,0,0,2,18,5,2,0,1,0,5,0,24,384,105,0,3390,14,628973,10,0,0,0,13,0,85,0,0,28,0,0,0,31,49,0,4,33,1341,0,441,0,1,174,426,38,0,1768,170,421,0,6,0,0,0,1,6473,2006,0,0,24,71015,108,82,14757,0,28942,0,11,5,0,0,0,15788,4,14
Germany,DEU,45,53,290,11,161,322,4,7,10420,1094,7,107208,101883,0,189,150,75,26,0,35924,61,39,175,18,1309,15540,217,19530,0,1526,194,2,133,233,185745,14,25,17,28,5352,473,1947,4,733,29,23,1402,74,8781,366,1187,9732,26565,12,16,6199,1801,9983,171,2,8,978,41,35,13,13,3687,260042,195,48,42,27,0,0,749,95,11349,11,11,202,80,398,520,19,25,15,214,1033,16733,1052,3902,169,263,53,10126,55821,50,4390,707,0,27,27,42,938,1231,619,10,2611,8468,102,482,430,1077,1622,12856,30,14480,355,149,373,2,2,240,0,77,33,310,4,5678,4,0,749,62,0,28,950,54,673,10,150,115574,98,63,8321,344,108,977,0,4,17,11688,441,218,13,437,426,1865,1523,1737,108175,26214,497,12654,2468,213,33,2,2,53,133,0,3741,156,0,102251,129,24,115,728,5502,14,16,23930,109454,210,385,20,49,37748,117410,1645,29,0,872,4005,0,700,0,25,36,353,272995,0,4,0,85,103,5831,338110,1250815,1596,0,6,3983,72,163,28,7,1375,481,1304
Ghana,GHA,6,0,0,0,11,3,0,17,0,0,0,2029,1729,0,27,0,13,2,0,1600,9,1742,14,0,2,4,256,25,0,11,42086,0,0,0,16586,36,2,5,0,7,118,8,0,281,0,0,1,75072,0,28,38,42,1011,0,4,0,13,219,0,0,0,0,150,14,0,0,281,2320,1,11,3046,58,0,22996,0,0,381,0,0,64,0,0,912,15,0,1,0,44,74,19,578,0,0,0,353,34481,4,1701,27,0,0,0,10,0,0,2,0,0,6,10,12790,6,0,5,19,0,58,1,237,14,0,2535,1,0,84,222,1,0,15,0,0,20,0,0,0,112,0,6,0,7,10873,0,6,243,1,2368,123169,0,0,0,1073,2,37,0,11,3,0,2,11,49,0,37,10,0,0,13,0,0,0,0,0,3,1136,0,12,15,1282,9,4,3,0,0,2809,2573,0,8,0,9,970,1244,1,8,0,0,16,0,28291,0,0,3,4,144,0,0,0,0,0,12,6139,68432,0,0,0,28,0,4,0,0,3,441,884
Gibraltar,GIB,0,0,0,0,0,0,0,0,0,6,0,418,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,3205,0,0,0,0,0,2,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,47,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,27,0,0,61,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,50,0,254,8,0,0,0,1,0,0,0,0,0,0,4
Greece,GRC,3,67508,941,12,154,75,0,2,2413,2961,0,115342,2655,0,85,36,11,2,0,18659,0,10,46,0,4,3530,67,2732,0,7091,14,0,18,32,74725,4,2,38,4,191,9,100,0,3337,7,25,26,19,266,2,10857,1822,1039,1,0,114,35,1674,0,10,0,11,187,2,1,14,450,18096,20,52,72,122,0,367554,47,6,0,2,0,15,87,26,5,1,3,1,10,69,2169,10,276,8,64,0,353,10069,4,46,61,0,3,30,0,0,386,7,0,8,1859,2,2,533,89,12,857,1,18800,210,35,111,0,0,348,26,6,2,87,0,306,4,0,52,0,0,90,508,2,373,11,21,7273,7,68,960,10,28,257,0,4,19,587,107,33,14,238,0,13,84,240,3057,0,38,2778,4430,369,149,0,0,10,533,1,906,10,0,4003,5,1,34,26,22,15,0,3812,913,0,47,0,11,10735,6484,398,0,0,13,269,0,147,0,27,3,1147,59749,0,0,1,12,179,1411,1739,179950,195,0,6,773,8,2,2,8,1186,46,1349
Greenland,GRL,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,11934,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1760,0,0,0,0,0,0,0,0,5,0,0,0,0,248,0,0,0,0,0,0,0,40,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,16,0,0,6,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,188,0,0,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,184,0,0,0,0,0,0,0,0,2,0,0
Grenada,GRD,0,0,0,0,0,0,317,110,0,0,286,121,8,0,38,0,0,677,0,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,8755,0,271,0,0,5,2,4,0,3,0,0,6,0,0,266,0,1,7,0,21,11,3,0,0,0,0,0,0,0,0,0,0,17,309,0,0,0,0,10,0,0,0,0,0,773,0,0,0,0,0,166,0,0,2,0,1,0,0,0,8,8,615,35,3,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,112,0,0,0,0,2,0,3,0,0,0,0,35,33,0,0,0,0,57,0,0,0,11,0,0,0,4,0,0,3,0,3,0,5457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,40,8,0,0,0,0,1,0,7,0,0,11335,0,0,0,44,0,0,0,0,25,27847,4,0,0,235,0,882,40,0,8,0,0
Guadeloupe,GLP,0,0,0,0,0,1,14,45,0,41,13,9,0,0,2,2,0,11,0,0,15,0,0,0,0,28,0,0,0,0,0,0,0,43,0,0,47,0,9,7,0,2,4,0,0,0,0,0,0,46,0,0,0,3,846,118,1,0,0,0,3,0,0,0,0,3,30,208276,2094,52,0,0,0,0,0,0,12,0,20,0,0,5,0,0,0,29,4,0,0,0,2,0,0,0,4,0,63,0,0,0,6,0,0,0,2,0,0,0,3,0,8,0,0,0,13,0,207,0,4,0,0,0,0,0,4579,0,0,336,7,0,0,70,0,0,0,0,0,0,0,0,169,83,323,0,2,0,0,0,0,0,0,1,0,0,16,0,0,0,0,0,0,949,4,0,542,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,7,0,0,0,83,0,6,0,0,0,0,0,94,0,0,0,0,0,69,0,48,0,8,0,0,366,5,21414,903,11,0,0,2,0,87,4,11,2,0,0
Guam,GUM,2,0,0,6,0,0,0,10,0,0,0,52,0,0,0,0,3,2,0,0,0,0,69,0,0,0,0,0,0,0,0,0,1,0,63,0,2,0,0,4,4,1,0,1,0,0,4,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,1,37,0,0,170,22,0,0,0,0,3,17,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,381,364,0,0,0,0,0,0,7,0,0,2,2,0,2,27,0,0,0,0,0,1607,0,0,9,2,0,1,0,0,1016,2,0,305,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,789,0,0,0,5,2,0,0,0,0,0,0,0,0,0,47896,0,0,4,0,22,9,0,0,15,0,0
Guatemala,GTM,0,0,0,0,0,0,0,2,297,0,0,277,124,0,8,1,0,1,0,18,14672,0,2,0,134,2,9,158,0,0,0,0,2,17,13851,0,1,0,2,221,7,368,1,0,0,0,1998,0,0,1,0,9,134,0,0,579,146,7,6698,0,0,0,0,0,0,0,30,1339,0,0,0,0,0,206,1,0,20,2,0,0,0,0,0,2,0,0,3370,2,2,27,11,7,0,0,134,600,2,103,5,0,1,0,0,0,1,52,0,0,1,0,24,3,0,0,53,0,12,0,0,40,0,0,0,0,0,0,0,0,24148,0,0,4,0,0,0,4,2,0,0,0,453,2,0,33,1041,0,1,0,0,0,291,0,0,0,611,0,39,107,268,1,0,23,2,0,6,0,0,0,0,0,0,0,0,0,7,0,0,23,4,0,0,0,39,2010,0,23,1,0,651,233,0,0,0,20,242,0,0,0,0,2,0,17,0,0,0,0,3,3,1,489507,26,0,0,430,7,3,0,0,0,0,0
Guinea,GIN,7,0,0,0,3,249,0,0,0,0,0,33,94,0,0,0,14,0,0,184,3,2810,0,0,1,2,28,10,0,14,4698,8,1,25,1317,62,0,12,4,4,9,4,0,2299,5,0,0,129807,0,0,1,23,52,20,0,4,3,187,0,6,0,0,1231,0,0,0,9,1283,0,0,2393,33489,0,2519,463,0,7,0,0,3,0,0,0,3547,0,0,0,51,25,7,658,0,0,0,44,1281,0,74,5,0,44,0,0,0,0,6,0,0,0,1,40011,5,0,0,23,0,32,11,8,16,0,15563,0,0,2,3262,0,6,8,0,0,11,0,0,0,13,0,0,0,8,1998,0,0,15,8,1992,4841,0,0,0,31,0,42,0,6,0,0,3,0,13,20491,0,0,0,0,110,0,0,0,0,0,0,74213,0,7,82,58908,10,2,0,0,1,34,3685,1,571,0,0,111,616,0,0,0,5,0,0,1163,0,0,0,3,7,0,0,0,17,0,1,3321,3671,0,0,0,2,0,0,0,0,0,0,31
Guinea-Bissau,GNB,0,0,0,0,4,0,0,0,0,0,0,13,25,0,0,0,0,0,0,217,3,26,0,0,0,0,27,6,0,0,127,7,0,22,53,738,0,8,4,0,0,5,0,1787,4,0,0,386,0,0,0,9,25,18,0,0,2,72,0,5,0,0,958,0,0,0,3,385,0,0,1493,10281,0,2963,13,0,2,0,0,1,0,0,1711,0,0,0,0,3,7,0,36,0,0,0,0,269,0,7,0,0,39,0,0,0,0,19,0,0,0,1,0,2,0,0,14,0,10,9,0,0,0,11,0,0,2,1266,0,5,1,0,0,3,0,0,0,13,0,0,0,0,179,0,0,0,0,19,3206,0,0,0,13,0,2,0,3,0,0,4,0,0,625,0,0,0,2,86,0,0,0,0,23,0,42094,0,2,23,2,0,0,0,0,1,14,1829,0,512,0,0,77,147,0,0,0,4,0,0,11,0,0,0,1,0,0,0,0,15,1,0,997,488,0,0,0,1,0,0,0,0,0,0,3
Guyana,GUY,0,0,0,0,0,0,208,3638,0,0,303,491,4,0,491,0,0,3062,0,4,84,12,35,0,5,3,0,1603,0,0,2,0,1,2,82057,0,185,0,2,14,0,18,0,3,0,0,21,4,2,102,0,3,98,0,109,55,11,0,0,0,0,0,0,0,0,0,17,5357,552,2,0,0,0,43,6,2,10,1,603,314,0,4,9,0,0,114,1,2,23,13,0,0,0,0,47,32,374,0,0,0,0,0,0,0,0,1,0,0,5,0,2,0,0,0,7,0,48,0,0,27,0,0,0,0,19,1,0,0,37,0,0,15,0,31,0,4,0,0,0,0,2229,1307,0,97,1,10,668,0,0,0,80,0,0,0,36,0,4,8,0,14,0,3730,8,0,0,0,0,0,0,0,0,0,4,0,61,3,0,15,0,1,0,0,25,41,0,9,7919,0,105,43,0,0,0,4,0,0,84,0,0,5355,0,5,0,30,0,0,0,0,3264,219060,0,0,0,6705,0,200,804,0,0,0,0
Haiti,HTI,0,0,0,0,5,0,352,18,0,116,1023,70,17,0,12703,0,0,265,0,171,46,0,2,0,7,3,0,16,0,0,0,0,2,18,52606,0,635,0,2,45,0,95,2,19,0,0,53,0,0,1005,3,21,131,0,72,228274,34,0,1,0,0,0,1,0,0,0,4,2391,3415,0,4,0,0,2003,2,0,85,2,276,2933,0,10,0,0,0,0,33,3,8,0,12,0,0,0,6,229,1449,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,21,0,0,0,0,0,0,0,301,2,0,0,384,0,0,7,0,1,0,0,0,0,0,0,679,3292,0,6,23,0,9,0,0,0,11,0,0,0,306,0,1,13,0,1,0,12809,0,0,1554,3,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,195,0,25,630,0,106,493,0,0,0,22,9,0,1,0,0,937,0,0,0,2718,0,0,1050,0,3634,435259,2,0,0,1684,0,507,36,0,66,0,0
Honduras,HND,0,0,0,0,0,0,2,4,0,0,0,169,37,0,8,0,0,17,0,24,4954,0,1,0,198,1,1,136,0,0,0,0,1,10,4445,0,1437,0,1,234,9,281,0,0,0,0,2949,0,0,16,2,3,72,0,1,528,159,1,8802,0,0,0,0,0,1,0,18,1219,0,0,0,0,0,278,0,0,19,1,7,7,0,5214,0,1,0,10,0,1,9,14,7,1,0,0,10,562,33,127,6,0,0,0,0,0,1,10,0,0,0,0,14,0,0,0,2,0,11,0,0,24,0,0,0,0,12,0,0,0,3680,0,0,4,0,0,0,0,0,0,0,0,266,38,0,18,10960,0,2,0,0,0,62,0,0,0,853,0,36,95,40,3,0,326,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,14,0,0,0,0,0,2824,0,14,2,0,208,152,0,0,0,12,48,0,0,0,0,24,0,4,0,3,0,0,0,2,1,288779,16,0,0,309,1,59,2,0,0,0,0
Hong Kong,HKG,3,0,0,5,0,2,0,0,0,0,10,66151,0,0,53,2,113,2,0,2,108,0,31,0,15,15,22,112,563,0,0,0,387,0,234201,0,2,0,0,51,1237,28,0,19,0,7,2468,0,0,2,0,1,0,0,0,159,34,107,2,0,0,0,1,0,1,98,15,24215,0,140,1,0,0,155,51,355,14,2,0,15,87,28,0,0,0,1,101,0,25,7,9,6,0,0,1512,0,4,27,38,0,0,8,110,0,6,1,0,0,3,5,0,39,0,0,154,14212,232,1,1,1103,0,0,0,0,10,0,62,0,0,7,0,70,0,0,0,63,2,5,13,266,9899,192,35,11115,25,0,8,0,1,98,903,0,110,23,380,64,19,0,11,3,0,43,4,0,0,7,0,0,4,0,0,1,2,0,45,0,0,351,3,0,6,0,682,0,0,0,0,2,555,21,0,0,0,0,196,0,2,0,22,3,4,59,0,0,0,0,0,2,143805,207845,0,0,5,491,20,8,0,2,9,9,29
Hungary,HUN,2,599,5,3,21,16,0,3,1657,0,0,22538,17955,0,14,0,8,0,0,1294,12,8,39,0,34,1710,14,2854,0,365,6,0,13,0,49398,9,0,0,0,323,7,121,0,16,0,6,55,11,1154,0,156,6254,1550,0,0,63,88,128,0,0,0,77,0,0,0,3,849,37635,28,12,0,0,0,71830,79,2,518,2,0,3,20,7,8,2,4,0,8,49,0,63,197,4,1,0,483,5068,0,45,579,0,0,7,0,0,4,79,0,267,779,0,0,219,8,119,291,0,1121,0,7,79,0,0,176,0,1,0,2,0,242,1,0,108,0,0,0,12,1,14,2,15,5231,1,16,1008,21,5,44,0,0,4,1439,2,23,3,21,21,29,103,123,1523,0,7,1164,5757,10,0,0,0,2,0,0,18,16,0,18576,0,3,25,17138,23,0,0,0,1178,0,0,0,2,13975,3878,8,0,0,0,130,0,28,0,6,0,6,529,0,0,0,0,5,27,7050,93543,372,0,2,878,4,0,0,2,209,10,77
Iceland,ISL,0,0,0,0,5,2,0,0,0,8,0,453,166,0,3,0,0,0,0,61,0,0,0,0,3,5,14,0,0,5,0,0,0,1,486,0,0,0,0,11,0,10,0,8,0,0,1,0,2,0,15,20,5750,0,0,18,7,23,0,0,0,0,0,411,0,0,117,2943,0,0,0,0,0,6984,3,0,24,0,0,0,0,0,0,0,0,0,0,2,11,0,7,2,0,0,58,227,0,5,4,0,0,0,0,0,0,0,0,4,1,0,0,0,1,6,307,0,27,0,7,3,0,0,0,0,0,0,0,0,16,0,0,8,0,0,0,0,0,2,0,0,382,0,0,80,0,0,2,0,0,0,3860,0,0,0,7,0,0,17,57,44,0,1,2,0,107,3,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,15,247,0,5,0,0,3492,165,0,0,0,11,59,0,1,0,0,0,0,43,0,0,0,0,72,1,0,45,0,0,0,3,1,0,0,0,0,0,0
India,IND,6904,3,2,9,22,198,6,46,337,0,184,94110,6887,0,187,39310,936151,529,0,3533,271,116,91,30431,116,86,3867,759,3725,522,56,38,319,1,313999,0,40,4,1446,540,5767,116,88,24192,166,12,41,39,5,39,1249,244,4400,253,15,351,79,826,4,72,113,53,1357,14,3,4531,1136,136233,3,27,276,887,0,35486,3767,35,6934,6,17,163,156,16,76,8,0,24,14,58685,373,149,0,6424,1669,61,3355,43249,1123,7518,3475,0,551,14,512,1443,100904,210,34,55,35326,132,1294,256,9,19,390,406,1312,5878,125,67701,275,4,23,7,50,12,8185,76,401,12,0,392,34,2,2,6312,35178,349,26,563571,10834,52,62,20667,12,163,2939,0,2,175,5241,312053,2512906,41,2159,267,123,145,12439,330,6466,801,52788,2,26,2014,3,0,7,0,5,1007649,250,0,251,1650,356,105187,19,5,11,217,17047,7353,384789,5386,4,273,10988,6419,10438,181,0,7151,14419,77,851,0,77,631,28,567,0,6,0,5390,13,751142,524796,1041320,2,0,8,221,2319,325,19,4,11092,4814,2550
