"","FIPS_CNTRY","OUT1980_lagged","OUT1980_Ii","OUT1980_Iisig","OUT1990_lagged","OUT1990_Ii","OUT1990_Iisig","OUT2000_lagged","OUT2000_Ii","OUT2000_Iisig","IN1980_lagged","IN1980_Ii","IN1980_Iisig","IN1990_lagged","IN1990_Ii","IN1990_Iisig","IN2000_lagged","IN2000_Ii","IN2000_Iisig"
"25","BK",87661.6666666667,0.0435626388082199,0.464212598467002,128741,-0.0670729443836114,0.547818711437798,207804.333333333,-0.150723322314918,0.606199510317808,38076.6666666667,0.0792130512340128,0.435201174299352,161063,0.0501224716236236,0.454347006838145,207227,0.0384868355403104,0.458208593769305
"26","BL",208897.8,0.0535907987020213,0.44397896113635,300471.4,0.0468373687048705,0.45012017193034,513595.6,0.0201443512413419,0.477113867253723,638024.4,-0.0300019172883471,0.526335028233997,533882.8,0.00100123818084372,0.494546669355118,488089.8,0.0122130269938383,0.479398538902758
"27","BM",2659750,-0.332782044694037,0.789470536423873,2863236.2,-0.463907971898591,0.871699750791513,3207694.8,-0.435278594680676,0.847553407030657,2004943.2,-0.175919189899773,0.668780645362289,1736261.8,-0.132255135137205,0.637477535088756,1617874.6,-0.0803902485188115,0.596272126619505
"28","BN",419281.5,0.00268423870491174,0.494187282503456,432700.5,0.0193484279536664,0.479505955502228,627498.25,0.00298722188815124,0.494093279930204,421916,0.00638753702068246,0.490618072178257,270622.75,0.0342521783320693,0.462681482592567,411323.75,0.0172022345714287,0.475899779350025
"29","BO",4745168.2,5.42597103150447,1.37006775540228e-40,5104253.8,5.17160762245061,1.26484285388517e-37,4462646.4,2.2278144710718,5.50615804767355e-08,3414426.2,1.03585712680282,0.00414298734245386,3991781.2,1.02000848519193,0.00249383688213105,3743728,0.239154908775127,0.219013232357526
"30","BP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31","BR",215733.5,0.0286090058843206,0.454721923392527,318113.8,0.0108277854586137,0.479227697787174,473039,-0.0241512389232737,0.527291883787331,335426.9,-0.032749719209231,0.541437766520129,323159.8,-0.0149089963832546,0.516983391300022,317567.1,-0.00227897663085383,0.496932704599876
"32","BT",3991976,-1.10500839306675,0.955018140887453,4332084,-1.16534201261874,0.964308035148212,5011899.5,-1.47091543231205,0.985927732651205,4462795,-0.741529532045563,0.880837831880079,3744686,-0.449937909100356,0.779650502853306,3206375.5,-0.236102339717542,0.680235337946862
"33","BU",935260.2,-0.0206417133914992,0.516257231172636,1110268.4,0.0323478769830736,0.464295587084829,1140308.8,0.0356174103932157,0.462472349254863,234539.2,0.0413468659122793,0.454184259569466,353976.2,0.0264633588476356,0.466731736247748,447034,0.0153055777978795,0.475469614002004
"34","BV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","BX",409630,0.0184885497829787,0.490254201847866,593744,-0.0112861627116548,0.503192857103787,1155210,-0.160707665375223,0.565744174469933,674645,-0.0367979742026159,0.514774603935267,951460,-0.0520876732009954,0.523423557497364,1503266,-0.0702078842668997,0.53764109549705
"36","BY",205188,0.0300973907678967,0.474330842725044,199243,0.0661727121360096,0.4468543219104,181946.333333333,0.106801282032115,0.419406360795426,172331.333333333,0.0455911285705377,0.461277550476719,162187.666666667,0.0490294866221332,0.455265310112674,210602,0.0376544955376799,0.459024702134321
"37","CA",1635115,0.594584530296673,0.257605528941318,1781009,0.41815335709757,0.321797082942339,2182911,0.496242139175305,0.298612317662062,16364414,22.3261038141249,1.63863380226476e-140,23251023,24.3742970873272,4.41113889526613e-195,34814064,25.6164884864626,6.89198049872006e-293
"38","CB",274114.333333333,0.049741708008792,0.459576774987888,554558.666666667,-0.000548670582283344,0.497389868770217,925265,-0.0538728842896616,0.536492311731032,99831.6666666667,0.0687145643847856,0.443318776968854,105902.333333333,0.0594732852051997,0.446501118962236,250438,0.023324136928545,0.473099784762604
"39","CD",175375.666666667,0.0691171356314548,0.422194920061978,201010,0.0776376095614211,0.412583460719138,291309.333333333,0.0951827853592923,0.397861372916128,363342.333333333,0.01586415143804,0.477955125740843,280933.666666667,0.0330336738515365,0.455686696077878,351387,0.0237796701097531,0.461362338460645
"40","CE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"41","CF",88104.2,0.0460423114245167,0.451284348889404,97242.8,0.0532049474897961,0.443909609355517,123096.2,0.0051363125694646,0.491345126516523,74744.4,-0.0135105516238465,0.509648694972195,110093,0.0194209878913683,0.474414409194253,90243.4,0.0271585975789763,0.46043636932859
"42","CG",219030.444444444,0.0725021305698978,0.400214856848684,244792.666666667,0.0876199291389333,0.380133761017195,335171.666666667,0.0964466524860901,0.373400834028979,247550.444444444,0.0341148985563231,0.448064881153055,201132.111111111,0.038341648913647,0.437877860644642,222337.333333333,0.0384322074050711,0.428002076325468
"43","CH",2011952.07142857,-0.0702441001718827,0.608517078190459,2314050.35714286,-0.0646208593407145,0.600253203477991,2375741.78571429,-0.128199898675165,0.692390483077583,1858737.57142857,-0.222508970235806,0.826633621885574,1900966.42857143,-0.160155225159554,0.765242165622685,1813572.28571429,-0.0822157212630319,0.661762356002944
"44","CI",205362,0.0843594577001671,0.433724095886031,318251.666666667,0.073834006426502,0.441090960322504,541418.666666667,0.0361266295616996,0.470645623948421,671681,-0.0408130366784812,0.52878685809384,584109.333333333,-0.00625512524528896,0.501920427655638,557239,0.00750880467138649,0.488671765635333
"45","CJ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","CK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
