Origin Countries,State Code,AFG,ALB,DZA,ASM,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BIH,BWA,BRA,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COM,COD,COG,COK,CRI,CIV,HRV,CUB,CYP,CZE,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,GUF,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GLP,GUM,GTM,GIN,GNB,GUY,HTI,HND,HKG,HUN,ISL,IND,IDN,IRN,IRQ,IRL,ITA,JAM,JPN,JOR,KAZ,KEN,KIR,PRK,KOR,KWT,KGZ,LAO,LVA,LBN,LSO,LBR,LBY,LIE,LTU,LUX,MAC,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MHL,MTQ,MRT,MUS,MYT,MEX,FSM,MDA,MCO,MNG,MSR,MAR,MOZ,MMR,NAM,NRU,NPL,NLD,ANT,NCL,NZL,NIC,NER,NGA,NIU,NFK,MNP,NOR,OMN,PAK,PLW,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROM,RUS,RWA,SHN,SPM,WSM,SMR,STP,SAU,SEN,SRB,SCG,SYC,SLE,SGP,SVK,SVN,SLB,SOM,ZAF,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TJK,TZA,THA,TLS,TGO,TKL,TON,TTO,TUN,TUR,TKM,TCA,TUV,UGA,UKR,ARE,GBR,USA,URY,UZB,VUT,VEN,VNM,VIR,VGB,WLF,YEM,ZMB,ZWE
Dominica,DMA,0,0,0,0,0,0,94,2541,9,0,147,5,3,0,40,0,0,471,0,5,0,0,0,0,5,0,0,5,0,0,0,0,0,0,1516,0,3,0,0,8,1,247,0,1,0,0,2,1,0,108,0,0,4,0,0,36,1,0,0,0,0,0,0,0,0,0,0,4,136,0,0,0,0,36,0,0,12,0,42,6988,0,0,0,0,15,66,0,0,6,0,0,0,0,0,0,21,103,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,0,0,0,11,0,0,0,0,404,0,1,0,0,0,0,0,1624,0,2,0,1,11,0,0,0,5,0,0,0,2,0,0,7,0,0,0,2632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,127,0,0,0,21,0,0,0,0,116,19530,1,0,0,200,0,5879,593,0,0,0,0
Dominican Republic,DOM,0,0,0,0,5,0,135,645,273,0,2032,38,143,0,53,0,0,152,0,211,0,0,11,0,37,11,0,275,0,0,2,0,0,32,1591,0,29,0,3,124,3,70,2,9,0,0,348,0,0,152,0,0,38,0,22,0,68,0,26,0,1,0,0,0,0,0,16,270,44,0,1,0,0,466,1,0,578,4,97,253,0,37,0,3,25,9517,118,2,6,2,19,18,0,0,19,9575,4,57,6,0,174,0,0,3,1,0,0,0,0,0,40,0,2,0,60,0,55,0,0,2,0,0,0,0,262,0,0,0,480,0,0,17,0,36,0,0,6,0,0,0,2935,7316,0,2,50,0,6,0,0,0,54,0,0,0,1450,0,9,109,9,2,19,37731,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,6944,0,30,3,0,29,795,0,0,0,13,169,0,1,0,0,397,0,0,0,353,0,3,0,2,7175,376328,78,0,0,18221,0,2256,669,0,0,0,0
Ecuador,ECU,0,0,0,0,22,0,0,0,1016,0,15,1049,618,0,11,0,0,4,0,905,0,0,0,0,228,14,1,610,0,1,0,0,0,3,7599,0,1,1,2,2153,3,8886,0,20,0,0,464,5,1,3,5,2,173,0,0,823,0,7,92,0,0,0,0,0,0,0,41,0,10,1,2,0,0,1086,0,0,16,2,0,2,0,89,0,0,4,2,130,1,60,5,12,0,0,0,75,1345,0,53,0,0,16,0,0,2,0,0,0,0,2,5,0,0,9,0,149,0,137,4,0,13,0,0,0,0,2,0,0,0,641,0,0,43,0,0,0,6,0,4,0,0,0,29,0,19,75,5,45,0,0,0,181,0,0,0,1652,0,92,1904,0,19,0,581,3,0,0,3,0,0,0,0,0,0,6,0,54,0,3,6,0,3,0,0,39,9716,0,11,7,0,567,3426,0,0,0,2,0,0,9,0,0,11,0,27,0,0,0,0,0,0,4441,152738,193,0,0,24534,0,3,0,0,3,0,0
Egypt,EGY,5,2,215,3,10,6,0,13,551,0,0,32444,6987,0,9,253,16,1,0,932,0,227,0,0,31,11,6,4164,0,33,3,6,0,100,26011,0,1,32,2,84,18,113,0,1253,11,4,12,122,70,16,1021,88,946,11,1,7,34,0,6,2,12,0,525,0,0,2,193,20919,301,122,23,38,0,7609,22,0,9891,1,0,98,17,7,48,0,0,0,7,0,1021,3,720,231,1723,8787,37,37994,0,383,85785,0,7,0,3,1,120896,0,11,0,12934,0,0,265932,8,0,125,0,109,219,576,9,0,0,7,0,97,217,0,2,173,0,0,36,0,3,202,17,80,4,23,9,6102,12,113,443,3,186,3779,1,0,2,296,26169,62,0,65,13,143,74,114,135,57,0,21596,0,0,4,0,2,9,0,0,906089,0,0,7,8,0,5,15,0,0,19,6138,882,3,1558,0,14,1321,349,3592,0,0,11,2146,0,10,0,12,3,5,2291,0,0,0,191,0,77983,25289,79861,39,0,13,470,1,6,0,0,2128,237,2273
El Salvador,SLV,0,0,0,0,0,0,0,2,183,0,1,8477,23,0,5,0,0,3,0,35,0,0,10,0,42,2,0,402,0,0,2,0,0,0,12965,0,0,0,0,225,4,176,0,1,0,0,6349,0,4,3,1,0,27,0,0,320,9,47,0,0,0,0,0,0,0,25,5,59,0,17,0,0,0,420,1,0,95,4,0,2,2,14308,0,4,3,1,7484,2,27,0,21,4,0,0,6,51,30,73,0,0,0,0,0,3,0,0,0,0,0,0,43,59,1,0,13,0,12,0,0,21,0,0,0,0,2,0,0,0,5167,0,0,4,0,0,0,0,1,0,3,0,0,1,12,38,2065,0,2,0,0,0,55,0,0,0,2493,6,28,94,2,1,19,527,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,11,0,1,0,0,0,1313,0,0,0,0,49,133,0,0,0,0,37,0,0,0,2,9,4,0,0,0,0,0,0,0,1067,502329,11,0,3,1015,0,13,0,0,0,0,0
Equatorial Guinea,GNQ,0,0,0,0,0,0,0,0,0,0,0,2,15,0,0,0,0,0,0,61,0,143,0,0,0,0,0,8,0,0,0,44,0,871,12,0,0,103,18,3,0,0,1,1549,430,0,0,76,0,0,0,0,1,70,0,0,0,0,0,0,187,0,647,0,0,0,0,7,0,0,25437,47,0,45,0,0,16,0,0,2,0,0,6,0,0,0,0,0,4,0,37,0,0,0,3,299,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,6,3,0,0,0,0,0,2,0,0,14,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,127,1881,0,0,0,0,0,3,0,0,0,0,8,0,0,19,0,0,0,0,5,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,288,5,70,0,2130,0,0,18,27,0,0,0,89,0,0,7,0,0,0,0,0,0,0,0,50,0,0,13,281,0,0,0,0,0,0,0,0,0,0,13
Eritrea,ERI,0,0,2,0,2,0,0,0,27,0,0,401,31,0,0,6,0,0,0,122,0,16,0,0,0,0,0,21,0,0,0,4,0,11,835,0,0,8,2,4,3,2,0,18705,164,0,0,8,0,0,3,0,47,2539,0,0,0,477,0,24,0,0,242582,0,0,0,3,4,0,2,45,568,0,3571,5,0,192,0,0,0,0,0,2,0,0,0,0,0,4,0,39,9,41,0,1,9035,0,55,90,0,960,0,0,0,430,0,0,0,48,0,0,16,0,0,6,0,5,28,28,0,0,0,0,0,0,20,0,1,11,0,0,2,0,0,2,1,3,0,0,0,264,0,2,36,0,13,467,0,0,0,272,341,3,0,0,2,0,0,3,1,0,0,80,0,0,62,0,0,0,0,5,27798,0,0,0,0,0,0,0,0,0,541,23,39,0,213,0,0,1914,53,307,0,0,9,79,0,0,0,0,0,0,1,0,0,0,25,0,2869,7,8526,0,0,0,2,0,0,0,0,1,0,56
Estonia,EST,0,3,0,0,2,0,0,0,122,148,0,3272,0,243,0,0,0,0,3246,46,0,0,4,0,0,32,0,43,0,8,0,0,0,0,5734,0,0,0,0,26,1,13,0,0,2,0,1,0,7,0,21,717,136,0,0,0,1,0,0,0,0,0,0,0,0,0,8508,15,0,8,0,0,644,38860,0,0,26,0,0,0,3,0,0,0,0,0,0,18,757,6,15,0,0,0,51,71,0,1,532,2428,0,0,0,3,3,353,0,5401,44,0,0,0,0,1663,123,0,118,0,0,0,0,2,0,0,0,0,0,0,30,0,606,36,0,0,0,7,0,0,0,0,20,0,2,168,0,0,1,0,0,0,59,0,0,0,2,2,4,2,0,734,10,0,73,11,65485,0,0,0,0,7,0,10,0,0,44,2,0,0,124,2,0,0,58,8,0,0,0,0,13621,1515,4,0,565,0,0,0,1,0,2,0,0,32,376,0,0,0,10994,10,859,19596,10,1551,0,0,0,0,0,0,4,0,4
Ethiopia,ETH,2,0,1,0,4,0,0,0,44,0,0,890,74,0,1,4,5,0,0,288,0,2,0,0,2,3,3,37,0,21,4,61,0,160,2503,0,1,0,25,11,0,2,2,0,0,0,1,1,5,9,74,6,560,19811,1,1,0,13,0,0,117,0,0,0,0,0,183,21,2,5,0,0,0,9555,32,0,2522,0,0,56,0,0,0,0,0,0,0,0,90,0,236,0,27,12,8,6783,0,8,14,0,7493,0,0,0,41,0,0,0,76,0,0,20,0,0,35,0,30,3,153,2,0,0,0,0,55,0,0,19,45,0,0,10,0,0,1,7,0,2,1,3,4504,7,4,88,28,2,69,0,0,0,1455,154,20,0,8,5,0,1,0,30,0,0,128,0,0,0,0,0,0,0,0,19573,0,0,2,2,3,1,1,0,0,179,124,218,0,2978,0,2,7464,125,108,0,0,124,0,0,0,0,0,2,17,957,0,0,0,198,0,870,42,34983,0,0,0,4,0,3,0,0,842,2,307
Falkland Islands (Malvinas),FRO,0,0,0,0,0,1,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,6981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,214,0,0,0,1,0,0,0,0,0,0,0,247,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,21,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
Faroe Islands,FLK,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,127,0,0,0,2,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,42,2,0,0,0,0,0,0,0,0,0,0
Fiji,FJI,17,0,0,143,0,0,0,0,2,0,0,29315,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,14187,0,1,0,0,5,3,0,0,10,0,26,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,36,0,0,0,29,0,0,0,0,0,0,69,0,0,0,0,0,0,4,0,0,2317,1,0,0,3,14,11,51,0,0,0,121,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,186,9,0,0,55,8328,0,0,0,21,0,51,12,0,63,38,2,168,0,1,12,1,0,0,0,0,0,2,0,2,97,0,0,0,0,0,0,2,0,9,0,0,249,0,2,1,0,2,0,0,0,5,0,0,0,1,13,0,0,6,380,0,0,0,0,0,35,0,0,0,0,17183,0,0,162,1,0,0,0,0,0,0,2
Finland,FIN,0,2,5,0,57,3,0,0,156,0,0,8732,819,0,6,0,0,0,0,877,0,5,8,2,54,170,2,168,0,7,2,0,2,35,22400,8,5,0,3,98,24,30,0,6,0,1,11,14,15,0,2,56,3452,2,0,39,3,0,0,0,3,0,0,34,0,0,0,2738,0,9,0,0,0,9441,34,25,1252,0,0,2,5,5,7,1,0,0,2,35,382,175,135,14,2,0,64,3962,0,470,9,0,3,0,4,6,6,0,0,0,3,0,0,2,2,0,663,0,633,0,2,26,0,0,2,0,0,0,0,0,30,0,0,193,20,0,0,10,5,13,0,0,1236,0,3,254,18,17,28,0,0,0,4315,2,3,0,10,0,1,64,16,141,133,0,4,123,0,0,0,0,0,0,0,19,12,0,232,0,5,13,10,0,0,4,302,2298,0,84,0,0,222029,3695,7,0,0,47,135,0,28,0,4,0,5,27,0,0,0,323,0,19,5363,24370,4,0,0,0,0,0,0,0,4,3,18
France,FRA,43,4,36496,4,4001,261,60,33,7159,0,112,14500,3398,0,50,12,60,656,0,93350,0,624,29,15,361,3489,48,8042,0,76,591,27,149,9612,61528,298,17,2188,886,2139,219,1410,585,63168,7608,5,340,6878,850,132,66,2303,2660,114,30,2460,682,2728,112,94,207,0,2760,48,1,3,535,0,11865,17942,4935,1308,0,70276,2751,31,8495,2,166,30105,21,211,529,40,5,527,53,812,1336,141,5691,73,26,12,2504,65596,6,3294,193,0,463,0,39,348,469,0,4,0,608,205,126,15489,77,0,13509,23,2311,15082,192,1250,2,3009,36,0,26201,1343,1898,1413,4257,0,0,7673,12,4,27278,219,25,262,2,83,13621,451,18863,895,107,8108,12537,0,1,2,2466,279,239,0,312,150,460,1183,237,39300,60844,1119,1015,512,0,576,2,808,14,1014,50,283,20088,0,10920,301,222,629,398,1403,3,318,2482,132217,563,4091,1116,92,3923,56141,102,6,0,2203,656,0,5594,0,15,1892,3872,10160,0,103,0,110,0,276,54189,171151,904,0,238,4731,7,112,11,295,123,345,187
French Guiana,GUF,0,0,0,0,0,0,3,4,0,0,20,85,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,737,0,0,0,0,0,38,58,0,0,0,28,2,0,3,3,0,0,0,4,0,0,4,0,0,5,1,8,66,4,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,527,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1972,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0,38,84,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,130,0,0,1,0,0,0,0,28,0,0,0,0,0,95,0,0,0,5,0,3,0,0,9,74,5,0,0,0,0,3,0,1,0,0,0
French Polynesia,PYF,0,0,0,9,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,77,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,39,0,69,195,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,3,72,0,0,0,60,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,37,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3139,36,0,0,0,1,0,3,0,0,2,2,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,33,0,0,0,0,19,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,1192,0,0,3,6,0,0,0,4,0,0,0
Gabon,GAB,0,0,0,0,1,0,0,0,0,0,0,6,23,0,0,0,0,0,0,89,0,3,0,0,3,0,0,6,0,0,278,7,0,144,40,0,0,134,292,5,0,0,0,167,861,0,0,2,0,0,0,0,0,11,0,0,0,3,0,89,7,0,70,0,0,0,0,7794,0,0,0,5,0,90,2101,0,24,0,0,2,0,0,0,0,0,0,0,0,1,0,26,0,0,0,3,439,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,8,0,7,0,0,63,0,0,1,83,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,3,98,0,0,0,3,0,2,0,0,0,0,2,0,0,19,0,0,0,0,0,0,0,0,0,187,0,32,0,0,0,37,0,0,0,0,10,11,77,0,333,0,0,19,38,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,8,0,0,15,228,0,0,0,0,0,0,0,0,0,0,27
Gambia,GMB,0,0,0,0,2,0,0,0,0,0,0,16,37,0,0,0,0,0,0,145,0,35,0,0,0,0,0,6,0,0,396,0,0,0,46,1,0,5,0,0,0,0,0,268,2,0,0,289,0,0,4,0,257,0,0,0,0,0,0,0,1,0,112,0,0,0,21,7,0,0,120,0,0,1002,8,0,38,0,0,1,0,0,181,534,0,0,0,0,4,0,26,0,0,0,3,716,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,1,0,0,0,95,0,0,1,2,0,0,20,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,25,2571,0,0,0,579,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7479,0,0,0,4959,0,0,0,0,2,0,73,0,3,0,0,18,63,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,36,0,0,1439,1561,0,0,0,0,0,0,0,0,0,0,2
Georgia,GEO,0,2,0,0,4,0,0,0,2,60756,0,1345,252,24831,0,92,0,0,14141,82,0,0,0,0,0,12,3,6,0,81,0,2,0,0,699,0,0,2,64,16,21,3,5,188,62,0,4,3,4,0,619,464,24,10,0,10,0,2,0,0,8,2328,8,1,0,2,14,264,0,0,0,4,0,60148,7,0,10215,0,0,0,1,0,3,0,0,0,0,307,343,10,76,13,7,411,11,54,0,5,12,44485,884,0,4,18,383,6597,1,3225,269,4,0,9,0,2235,129,39,127,2,0,0,0,10,7,0,0,0,4,2,12,0,7882,38,0,0,0,32,5,1,0,0,12,0,0,13,0,4,13,0,0,1,2,3,3,0,5,0,0,0,4,558,15,0,449,5,423040,3,0,0,0,12,0,79,0,0,8,7,2,0,80,0,0,13,82,58,0,366,0,0,38,94,29,0,2350,199,134,0,6,0,0,0,1,1800,2736,0,0,73,79571,63,4074,4198,1,35511,0,13,0,0,0,0,13505,4,15
Germany,DEU,41,47,367,14,124,204,2,47,17313,0,4,108810,88810,0,170,147,68,23,0,28363,0,23,218,13,1123,19732,321,25507,0,328,98,2,22,276,218650,12,59,54,25,5359,258,2174,4,895,158,15,799,280,5242,163,123,4277,24476,10,11,4405,1390,8557,260,1,9,0,39,89,7,11,2600,210539,128,274,27,19,0,0,437,84,21093,13,6,225,71,459,229,19,11,11,109,988,17927,837,5493,189,312,291,3921,93119,0,3688,22,0,27,0,46,538,1303,0,10,0,9634,196,507,359,1026,0,11862,28,12463,393,151,180,2,36,90,0,64,30,137,2,4633,2,0,635,50,6,30,684,65,703,6,96,128144,14,113,4856,287,335,583,0,4,7,8941,299,272,1,333,568,1977,1862,832,64706,15487,2263,16086,2080,0,169,2,2,42,127,0,3458,158,0,27627,65,133,91,739,8371,10,14,21564,89377,244,319,15,72,35432,91691,1251,5,0,185,1261,0,680,0,50,66,375,174757,0,4,1,356,0,3394,218592,1227752,2307,0,7,4972,4,218,26,2,1176,531,1418
Ghana,GHA,4,0,0,0,8,2,0,11,0,0,0,961,189,0,24,0,11,2,0,737,0,1014,0,0,0,5,509,22,0,2,50696,0,0,0,3436,31,2,15,0,5,29,2,0,343,3,0,0,92754,3,12,48,4,425,0,3,3,0,4,0,0,14,0,143,0,0,0,69,3589,0,3,2002,40,0,12448,0,0,196,0,0,72,0,0,312,16,0,0,0,0,77,1,525,0,0,0,17,23764,254,633,29,0,0,0,5,0,0,0,0,0,3,92,13446,5,0,0,58,0,50,2,242,5,0,2141,0,0,70,201,1,0,20,0,0,17,0,4,0,27,0,7,0,6,7219,20,3,72,1,1158,73458,0,0,0,746,1,46,0,3,3,0,2,9,29,0,0,4,0,0,1,0,0,0,0,0,2,1152,0,3,17,1238,2,0,0,0,22,649,454,0,7,0,6,115,284,0,1,0,0,5,0,27460,0,0,5,5,3,0,0,0,74,0,7,34132,23957,0,0,0,2,0,4,0,0,3,487,961
Gibraltar,GIB,0,0,0,0,0,0,0,0,32,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,265,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,26,0,0,0,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,36,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11559,690,0,0,0,0,0,0,0,0,0,0,4
Greece,GRC,13,59843,1193,15,118,48,0,3,3195,0,0,132072,1559,0,76,36,10,2,0,20914,0,6,36,0,14,4482,61,3500,0,1525,7,0,3,38,98124,3,1,120,3,187,11,100,0,4075,37,17,18,73,286,3,7134,1086,801,1,0,84,50,0,10,6,4,0,178,0,0,12,299,12832,13,10,47,84,0,258077,28,6,0,2,0,17,77,52,5,1,1,0,22,66,3392,7,1759,8,76,90,126,19366,0,148,76,0,4,0,2,11,408,0,0,0,5525,5,2,445,88,0,598,1,16182,233,35,48,0,3,142,0,5,2,46,0,224,3,0,44,0,0,98,486,3,389,6,13,5605,1,44,1341,9,88,153,0,4,8,481,72,41,1,304,0,18,103,24,2161,57,3,9225,5013,0,132,0,0,5,507,1,837,10,0,1082,5,2,24,188,45,11,6,5518,825,0,39,0,17,13191,9190,303,0,0,20,83,0,143,0,54,5,1217,100565,0,0,2,24,0,821,14811,195173,57,0,8,1110,0,4,2,3,1015,51,1466
Greenland,GRL,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,58,0,0,0,0,6,0,0,0,0,0,0,2,0,0,3,0,0,9412,0,0,0,0,0,0,0,0,0,0,0,0,0,2,67,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,14,0,0,2,0,0,0,0,0,0,0,0,132,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,125,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,0,0,1,0,0
Grenada,GRD,0,0,0,0,0,0,185,129,25,0,297,96,0,0,34,0,0,591,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,4416,0,8,0,0,7,0,4,0,3,0,0,2,4,0,207,0,0,3,0,14,13,2,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,31,0,0,2,0,0,861,0,0,0,0,47,123,0,0,2,0,2,0,0,0,0,3,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,52,0,0,0,0,27,0,4,0,0,0,0,0,631,0,18,0,4,34,0,0,0,8,0,0,0,21,0,0,3,0,2,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,16536,0,0,0,39,0,0,0,0,17,18106,3,0,0,435,0,920,36,0,7,0,0
Guadeloupe,GLP,0,0,0,0,0,0,8,48,0,0,15,7,0,0,2,0,0,9,0,0,0,0,0,0,0,35,0,26,0,0,0,0,0,51,179,0,0,0,8,2,0,2,4,0,0,0,0,0,0,28,11,0,9,2,572,165,6,0,0,0,3,0,0,0,0,3,24,924,1294,103,0,0,0,8,0,0,0,0,11,0,0,2,0,0,2,21,7,0,0,7,2,0,0,0,37,0,0,0,0,0,278,0,0,0,2,0,0,0,0,0,9,0,0,0,204,0,178,0,4,0,0,0,0,0,2814,0,0,90,10,0,0,60,0,5,0,0,0,0,0,0,0,63,152,26,2,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,31,0,0,0,0,0,4,0,0,0,0,0,0,34,0,0,0,0,0,0,5,0,0,0,69,0,0,57,0,0,0,0,38,0,0,0,0,0,25,0,2,0,7,0,4,0,3,14185,1765,7,0,0,1,0,398,4,2,2,0,0
Guam,GUM,4,0,0,4,0,0,0,9,3,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,41,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,124,0,0,0,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,2,0,0,509,25,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,0,0,3,188,0,0,0,0,0,0,9,0,0,2,0,18,1,2,0,0,0,0,0,1139,0,0,12,1,2,2,0,0,74,1,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,8,4,0,0,0,0,0,0,0,0,0,8274,0,0,1,0,0,1,0,0,13,0,0
Guatemala,GTM,0,0,0,0,0,0,0,0,116,0,0,210,9,0,7,0,0,1,0,13,0,0,6,0,106,2,0,53,0,0,1,0,0,20,4981,0,0,0,2,142,3,262,1,0,0,0,1246,0,2,0,0,0,23,0,0,410,6,2,4655,0,0,0,0,0,0,0,16,51,0,0,0,0,0,426,0,0,36,3,0,0,0,0,0,2,2,0,2952,1,2,0,12,8,0,0,6,20,9,53,4,0,111,0,0,2,2,0,0,0,0,0,25,3,0,0,11,0,10,0,0,12,0,0,0,0,0,0,0,0,43073,0,0,3,0,0,0,1,3,0,0,0,0,0,0,26,870,0,0,0,0,0,211,0,0,0,404,0,24,130,13,0,19,53,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,1,0,1187,0,19,1,0,42,51,0,0,0,8,70,0,0,0,0,3,0,0,0,0,0,2,0,2,919,242451,7,0,0,577,0,4,0,0,0,0,0
